,Name,metascore,userscore
5746,Just Dance 4,73.5,7.625
5747,Just Die Already,61.666666666666664,4.2
5748,Just Sing,60.0,6.1
5749,Justice League Heroes,62.75,7.525
5750,Justice League Heroes: The Flash,72.0,7.4
5751,K-1 World Grand Prix,67.0,8.1
5752,KAIRO,76.0,7.6
5753,KAMI,75.0,7.8
5754,KAO Challengers,57.0,7.8
5755,KAO the Kangaroo,57.5,6.85
5756,KAO the Kangaroo (2000),60.0,7.6
5757,KARDS,80.0,7.3
5758,KINGDOM of the DEAD,69.0,5.9
5759,KISS Pinball,26.0,4.4
5760,KISS: Psycho Circus,59.0,7.1
5761,KISS: Psycho Circus - The Nightmare Child,71.0,7.3
5762,KORG DS-10 PLUS,81.0,6.0
5763,KORG DS-10 Synthesizer,82.0,8.2
5764,KORG M01D,77.0,7.4
5765,KUNAI,78.0,7.9
5766,KURSK,42.0,3.9
5767,Kabuki Warriors,32.0,2.5
5768,Kakuto Chojin,46.0,6.8
5769,Kalimba,81.0,7.300000000000001
5770,Kameo: Elements of Power,79.0,8.0
5771,Kandagawa Jet Girls,60.0,6.1
5772,Kane & Lynch 2: Dog Days,63.666666666666664,5.466666666666666
5773,Kane & Lynch: Dead Men,65.33333333333333,4.366666666666666
5774,Kao the Kangaroo,69.5,7.800000000000001
5775,Kao the Kangaroo Round 2,59.0,7.800000000000001
5776,Karaoke Revolution,70.8,7.75
5777,Karaoke Revolution Glee: Volume 2,67.0,5.5
5778,Karaoke Revolution Presents: American Idol,78.0,8.4
5779,Karaoke Revolution Presents: American Idol Encore,73.0,7.133333333333333
5780,Karaoke Revolution Volume 2,76.0,7.0
5781,Karaoke Revolution Volume 3,82.0,7.8
5782,Karateka,60.333333333333336,6.333333333333333
5783,Karma. Incarnation 1,66.0,7.8
5784,Karmaflow: The Rock Opera Videogame,47.0,6.3
5785,Karnaaj Rally,81.0,7.0
5786,Katamari Damacy,86.0,8.8
5787,Katamari Damacy REROLL,78.66666666666667,6.166666666666667
5788,Katamari Forever,74.0,8.0
5789,Katana Kami: A Way of the Samurai Story,64.0,7.45
5790,Katana ZERO,83.0,8.65
5791,Kathy Rain,77.0,7.7
5792,Kathy Rain: Director's Cut,83.0,6.7
5793,Kaze and the Wild Masks,80.66666666666667,7.6000000000000005
5794,Keep Talking and Nobody Explodes,79.5,7.7
5795,Keepsake,68.0,6.5
5796,Kelly Slater's Pro Surfer,78.2,7.875
5797,Kelvin and the Infamous Machine,79.0,7.1
5798,Ken Follett's The Pillars of the Earth,77.0,8.0
5799,Kena: Bridge of Spirits,79.5,8.05
5800,Kengo: Legend of the 9,38.0,4.1
5801,Kengo: Master of Bushido,62.0,8.2
5802,Kenka Bancho: Badass Rumble,70.0,7.6
5803,Kenshi,75.0,8.4
5804,Kentucky Route Zero,86.0,7.0
5805,Kentucky Route Zero - Act I,81.0,7.5
5806,Kentucky Route Zero - Act II,82.0,7.5
5807,Kentucky Route Zero - Act III,91.0,6.6
5808,Kentucky Route Zero - Act IV,90.0,6.3
5809,Kentucky Route Zero: TV Edition,86.0,6.1
5810,Kerbal Space Program,80.0,7.266666666666666
5811,Kerbal Space Program: Enhanced Edition,65.0,5.5
5812,Kerbal Space Program: Making History,76.0,6.0
5813,Kero Blaster,80.5,6.550000000000001
5814,Kersploosh!,62.0,7.0
5815,Kessen,75.0,8.7
5816,Kessen II,71.0,8.6
5817,Kessen III,73.0,8.4
5818,Ketzal's Corridors,76.0,7.6
5819,Kholat,60.666666666666664,6.1000000000000005
5820,Kick & Fennick,66.33333333333333,7.3
5821,Kick-Ass: The Game,33.0,2.8
5822,KickBeat,67.0,7.449999999999999
5823,KickBeat: Special Edition,61.0,5.75
5824,KickBeat: Steam Edition,66.0,7.4
5825,Kid Icarus: Uprising,83.0,8.7
5826,Kill It With Fire,72.66666666666667,6.7
5827,Kill Strain,53.0,7.2
5828,Kill la Kill: IF,68.0,6.25
5829,Kill the Bad Guy,62.0,5.4
5830,Kill to Collect,57.0,6.6
5831,Killer Instinct,73.0,6.25
5832,Killer Instinct Season 2,85.0,7.1
5833,Killer Instinct Season 3,86.0,6.6
5834,Killer Instinct: Definitive Edition,86.0,8.0
5835,Killer Is Dead,64.0,7.55
5836,Killer Is Dead: Nightmare Edition,71.0,6.4
5837,Killer7,74.0,8.733333333333333
5838,Killing Floor,72.0,8.6
5839,Killing Floor 2,76.33333333333333,6.633333333333333
5840,Killing Floor: Incursion,68.0,4.65
5841,Killsquad,73.0,6.7
5842,Killzone,70.0,7.4
5843,Killzone 2,91.0,8.1
5844,Killzone 3,84.0,8.0
5845,Killzone HD,59.0,6.5
5846,Killzone: Liberation,77.0,7.9
5847,Killzone: Mercenary,78.0,8.8
5848,Killzone: Shadow Fall,73.0,6.9
5849,Killzone: Shadow Fall - Intercept,72.0,6.7
5850,Kinect Adventures!,61.0,6.3
5851,Kinect Joy Ride,52.0,5.4
5852,Kinect Nat Geo TV,78.0,7.8
5853,Kinect Party,81.0,6.9
5854,Kinect Rush: A Disney-Pixar Adventure,68.0,5.1
5855,Kinect Sesame Street TV,76.0,6.2
5856,Kinect Sports,73.0,7.7
5857,Kinect Sports Rivals,60.0,5.0
5858,Kinect Sports: Season Two,66.0,6.9
5859,Kinect Star Wars,55.0,3.9
5860,Kinect: Disneyland Adventures,73.0,3.1
5861,Kinectimals,74.0,3.6
5862,Kinectimals: Now with Bears!,78.0,1.9
5863,Kinetica,77.0,8.4
5864,King Arthur,60.0,8.3
5865,King Arthur II: The Role-Playing Wargame,66.0,6.5
5866,King Arthur's Gold,81.0,8.3
5867,King Arthur: Fallen Champions,54.0,5.0
5868,King Arthur: Knight's Tale,76.0,7.9
5869,King Arthur: The Role-Playing Wargame,79.0,7.8
5870,King Oddball,64.66666666666667,5.800000000000001
5871,King of Fighters: Maximum Impact,64.0,7.1
5872,King of Seas,67.0,7.400000000000001
5873,King's Bounty II,64.33333333333333,5.033333333333334
5874,King's Bounty: Armored Princess,82.0,8.6
5875,King's Bounty: Crossworlds,78.0,8.4
5876,King's Bounty: Dark Side,73.0,6.4
5877,King's Bounty: The Legend,79.0,8.7
5878,King's Bounty: Warriors of the North,74.0,6.9
5879,King's Field: The Ancient City,60.0,8.5
5880,King's Quest Chapter 1: A Knight to Remember,79.66666666666667,6.9799999999999995
5881,King's Quest Chapter 2: Rubble Without a Cause,68.66666666666667,4.64
5882,King's Quest Chapter 3: Once Upon a Climb,79.0,5.26
5883,King's Quest Chapter 4: Snow Place Like Home,67.0,3.5
5884,King's Quest Chapter 5: The Good Knight,78.0,2.54
5885,Kingdom,74.0,7.6
5886,Kingdom Come: Deliverance,71.0,7.633333333333333
5887,Kingdom Come: Deliverance - A Woman's Lot,78.0,7.8
5888,Kingdom Come: Deliverance - From The Ashes,54.0,6.8500000000000005
5889,Kingdom Come: Deliverance - The Amorous Adventures of Bold Sir Hans Capon,66.0,6.400000000000001
5890,Kingdom Hearts,85.0,8.8
5891,Kingdom Hearts 358/2 Days,75.0,8.3
5892,Kingdom Hearts 3D: Dream Drop Distance,75.0,8.2
5893,Kingdom Hearts HD 1.5 ReMIX,77.0,8.7
5894,Kingdom Hearts HD 2.5 ReMIX,81.0,8.8
5895,Kingdom Hearts HD 2.8 Final Chapter Prologue,79.0,8.266666666666666
5896,Kingdom Hearts HD I.5 + II.5 Remix,86.0,7.666666666666667
5897,Kingdom Hearts II,87.0,9.0
5898,Kingdom Hearts III,81.5,8.1
5899,Kingdom Hearts III + Re Mind,84.0,6.9
5900,Kingdom Hearts III - Re Mind,66.0,5.85
5901,Kingdom Hearts Re: Chain of Memories,68.0,7.6
5902,Kingdom Hearts Re:coded,66.0,8.2
5903,Kingdom Hearts: Birth by Sleep,82.0,8.4
5904,Kingdom Hearts: Chain of Memories,76.0,8.6
5905,Kingdom Hearts: Melody of Memory,74.5,7.266666666666667
5906,Kingdom Rush,74.0,8.6
5907,Kingdom Under Fire II,62.0,5.6
5908,Kingdom Under Fire: A War of Heroes,59.0,7.4
5909,Kingdom Under Fire: Circle of Doom,55.0,5.7
5910,Kingdom Under Fire: Heroes,78.0,7.6
5911,Kingdom Under Fire: The Crusaders,70.5,8.4
5912,Kingdom of Paradise,72.0,7.5
5913,Kingdom: New Lands,87.0,6.6000000000000005
5914,Kingdoms and Castles,71.0,7.3
5915,Kingdoms of Amalur: Re-Reckoning,71.33333333333333,6.8999999999999995
5916,Kingdoms of Amalur: Reckoning,80.66666666666667,7.3999999999999995
5917,Kingdoms of Amalur: Reckoning - Teeth of Naros,79.0,6.3999999999999995
5918,Kingdoms of Amalur: Reckoning - The Legend of Dead Kel,81.0,6.666666666666667
5919,Kingsway,80.0,6.0
5920,Kirby & the Amazing Mirror,80.0,8.7
5921,Kirby 64: The Crystal Shards,77.0,8.399999999999999
5922,Kirby Air Ride,61.0,8.2
5923,Kirby Battle Royale,57.0,7.0
5924,Kirby Fighters Deluxe,66.0,6.1
5925,Kirby Mass Attack,83.0,8.0
5926,Kirby Super Star Ultra,76.0,8.8
5927,Kirby and the Rainbow Curse,73.0,8.0
5928,Kirby's Blowout Blast,69.0,7.0
5929,Kirby's Dream Collection: Special Edition,82.0,8.9
5930,Kirby's Epic Yarn,86.0,8.5
5931,Kirby's Extra Epic Yarn,79.0,6.7
5932,Kirby's Return to Dream Land,77.0,8.8
5933,Kirby: Canvas Curse,86.0,7.8
5934,Kirby: Nightmare in Dream Land,81.0,8.6
5935,Kirby: Planet Robobot,81.0,8.7
5936,Kirby: Squeak Squad,71.0,7.9
5937,Kirby: Triple Deluxe,80.0,8.6
5938,Kitty Powers' Matchmaker,68.5,7.1499999999999995
5939,Klaus,76.0,7.2
5940,Klonoa,77.0,8.2
5941,Klonoa 2: Dream Champ Tournament,78.0,8.6
5942,Klonoa 2: Lunatea's Veil,91.0,8.6
5943,Klonoa Phantasy Reverie Series,76.0,8.166666666666666
5944,Knack,54.0,6.5
5945,Knack 2,69.0,7.8
5946,"Knee Deep, Act 1: Wonderland",66.0,6.8
5947,Knight Rider: The Game,54.0,6.8
5948,Knight Squad,71.0,7.1
5949,"Knight's Apprentice, Memorick's Adventures",53.0,4.5
5950,Knights And Bikes,79.0,5.3
5951,Knights Contract,50.0,6.3
5952,Knights and Bikes,79.0,4.15
5953,Knights in the Nightmare,75.5,7.3
5954,Knights of Honor,77.0,8.9
5955,Knights of Honor II: Sovereign,75.0,6.8
5956,Knights of Pen & Paper +1 Edition,62.0,5.9
5957,Knights of Pen & Paper 2,67.0,6.2
5958,Knights of the Temple II,53.0,7.6
5959,Knock-knock,54.0,7.7
5960,Knockout City,81.0,6.666666666666667
5961,Knockout Kings 2001,82.5,7.4
5962,Knockout Kings 2002,77.0,7.75
5963,Knockout Kings 2003,78.0,7.0
5964,Knockout League,84.0,6.2
5965,Know by Heart,65.0,6.7
5966,Knowledge is Power,71.0,7.2
5967,Knowledge is Power: Decades,64.0,5.9
5968,Knytt Underground,76.0,7.175
5969,Kohan II: Kings of War,81.0,8.6
5970,Kohan: Ahriman's Gift,79.0,8.6
5971,Kohan: Immortal Sovereigns,87.0,8.5
5972,Koi,51.0,5.7
5973,Koihime Enbu,68.0,6.6
5974,Kokuga,77.0,7.6
5975,Kona,72.0,6.933333333333334
5976,Konami Classics Series: Arcade Hits,76.0,8.3
5977,Konami Collector's Series: Arcade Advanced,78.0,8.6
5978,Konami Krazy Racers,78.0,8.2
5979,Kong: The 8th Wonder of the World,59.0,8.2
5980,Konung 2: Blood of Titans,35.0,7.2
5981,Korgan,49.0,7.4
5982,Korix,69.0,7.0
5983,Kororinpa: Marble Mania,69.0,8.4
5984,Krai Mira,50.0,5.4
5985,Krater,52.0,7.1
5986,Kraven Manor,58.0,5.7
5987,Kreed,49.0,5.9
5988,Krinkle Krusher,50.0,7.466666666666666
5989,Kromaia,68.0,8.1
5990,Kromaia Omega,68.0,5.9
5991,Kudos,68.0,7.2
5992,KumaWar,50.0,6.6
5993,Kung Fu Chaos,68.0,8.5
5994,Kung Fu Panda,73.0,7.433333333333334
5995,Kung Fu Panda: Legendary Warriors,73.0,5.8
5996,Kung Fu Rabbit,67.33333333333333,6.25
5997,Kung Fu Rider,36.0,4.6
5998,Kung Fu Strike: The Warrior's Rise,64.0,7.2
5999,Kung-Fu High Impact,56.0,7.7
6000,Kung-Fu Live,50.0,6.5
6001,Kung-Fu for Kinect,60.0,6.2
6002,Kuon,57.0,7.9
6003,Kya: Dark Lineage,69.0,8.5
6004,Kyn,58.0,4.9
6005,L.A. Noire,82.75,7.825
6006,L.A. Noire: Nicholson Electroplating Disaster,70.0,8.3
6007,L.A. Noire: Reefer Madness,66.5,7.35
6008,L.A. Noire: The Complete Edition,83.0,8.200000000000001
6009,L.A. Noire: The VR Case Files,81.5,6.25
6010,L.A. Rush,58.5,5.8999999999999995
6011,LA Cops,47.0,6.2
6012,LBX: Little Battlers eXperience,73.0,7.4
6013,LEGO Batman 2: DC Super Heroes,75.33333333333333,6.8
6014,LEGO Batman 3: Beyond Gotham,73.5,7.0375
6015,LEGO Batman: The Videogame,75.28571428571429,7.657142857142857
6016,LEGO Battles,65.0,8.6
6017,LEGO Battles: Ninjago,59.0,8.4
6018,LEGO Bricktales,75.0,5.8
6019,LEGO Builder's Journey,79.0,6.599999999999999
6020,LEGO City Undercover,78.5,7.800000000000001
6021,LEGO City Undercover: The Chase Begins,62.0,6.7
6022,LEGO DC Super-Villains,74.0,7.166666666666667
6023,LEGO Dimensions,74.0,6.68
6024,LEGO Friends,43.0,6.0
6025,LEGO Harry Potter Collection,73.0,7.85
6026,LEGO Harry Potter: Years 1-4,76.5,7.516666666666667
6027,LEGO Harry Potter: Years 5-7,73.28571428571429,7.25
6028,LEGO Indiana Jones 2: The Adventure Continues,67.60000000000001,6.8999999999999995
6029,LEGO Indiana Jones: The Original Adventures,77.66666666666667,7.766666666666667
6030,LEGO Jurassic World,70.75,7.3375
6031,LEGO Legends of Chima: Laval's Journey,64.5,6.55
6032,LEGO Marvel Super Heroes,81.0,7.783333333333334
6033,LEGO Marvel Super Heroes 2,73.5,6.833333333333333
6034,LEGO Marvel Super Heroes: Universe in Peril,56.0,5.2
6035,LEGO Marvel's Avengers,67.0,7.0125
6036,LEGO Minifigures Online,64.0,7.4
6037,LEGO Ninjago: Nindroids,58.0,6.35
6038,LEGO Ninjago: Shadow of Ronin,70.0,7.7
6039,LEGO Pirates of the Caribbean: The Video Game,71.28571428571429,7.414285714285714
6040,LEGO Racers 2,68.0,8.2
6041,LEGO Rock Band,74.0,7.425000000000001
6042,LEGO Star Wars,77.5,6.9
6043,LEGO Star Wars II: The Original Trilogy,83.5,8.3
6044,LEGO Star Wars III: The Clone Wars,71.28571428571429,7.214285714285714
6045,LEGO Star Wars: The Complete Saga,80.0,7.859999999999999
6046,LEGO Star Wars: The Force Awakens,75.0,7.45
6047,LEGO Star Wars: The Skywalker Saga,77.0,7.633333333333333
6048,LEGO The Hobbit,69.75,6.7625
6049,LEGO The Incredibles,71.5,6.466666666666666
6050,LEGO The Lord of the Rings,71.4,7.516666666666667
6051,LEGO Universe,70.0,7.6
6052,LEGO Worlds,68.66666666666667,6.6000000000000005
6053,LEGRAND LEGACY: Tale of the Fatebounds,67.0,6.8
6054,"LEVEL 22, Gary's Misadventures",69.0,7.1
6055,LIGHT (2014),49.0,5.1
6056,LIMBO,88.39999999999999,8.049999999999999
6057,LISA,77.0,8.7
6058,LIT,74.0,7.5
6059,LOL: Never Party Alone!,56.0,2.3
6060,LUNA The Shadow Dust,75.0,7.0
6061,La Grande Armee at Austerlitz,67.0,5.3
6062,La Pucelle: Tactics,79.0,8.7
6063,La-Mulana,87.0,7.7
6064,La-Mulana (Remake),80.0,7.2
6065,La-Mulana 2,79.0,7.7
6066,La-Mulana EX,77.0,7.8
6067,Labyrinth Legends,68.0,7.1
6068,Labyrinth of Refrain: Coven of Dusk,75.0,7.5
6069,Lacuna - A Sci-Fi Noir Adventure,86.0,7.3
6070,Lady Sia,73.0,7.4
6071,Ladykiller in a Bind,73.0,7.3
6072,Lair,53.0,6.2
6073,Lair of the Clockwork God,84.0,7.5
6074,Lake,71.5,6.5
6075,Lake Ridden,68.0,6.5
6076,Lakeview Cabin Collection,70.0,6.5
6077,Lamentum,74.0,6.3
6078,Lamplight City,72.0,7.7
6079,Land of the Dead: Road to Fiddler's Green,34.0,6.55
6080,Landit Bandit,57.0,7.0
6081,Langrisser I & II,67.0,7.1
6082,Langrisser Re:Incarnation -TENSEI-,35.0,4.2
6083,Lapis x Labyrinth,74.0,5.0
6084,Lara Croft GO,84.0,6.2
6085,Lara Croft Tomb Raider: The Angel of Darkness,50.5,6.4
6086,Lara Croft and the Guardian of Light,83.66666666666667,7.966666666666668
6087,Lara Croft and the Temple of Osiris,73.0,6.133333333333333
6088,LarryBoy and the Bad Apple,67.0,7.0
6089,Larva Mortus,64.0,7.0
6090,Laser Disco Defenders,80.0,3.9500000000000006
6091,Laser League,80.33333333333333,6.566666666666666
6092,Laser Squad Nemesis,73.0,7.3
6093,Last Day of June,75.0,7.1
6094,Last Labyrinth,62.0,7.0
6095,Last Rebellion,44.0,4.7
6096,Last Stop (2021),70.0,7.0
6097,Last Word,67.0,8.1
6098,Last Year: The Nightmare,73.0,5.0
6099,Late Shift,70.0,6.8
6100,Law & Order II: Double or Nothing,74.0,6.0
6101,Law & Order: Criminal Intent,56.0,5.4
6102,Law & Order: Dead on the Money,70.0,7.5
6103,Law & Order: Justice Is Served,77.0,6.7
6104,Law & Order: Legacies,53.0,6.9
6105,LawBreakers,76.0,6.15
6106,Lawn Mowing Simulator,69.0,5.400000000000001
6107,Layers of Fear,76.0,7.050000000000001
6108,Layers of Fear (2015),72.0,7.3
6109,Layers of Fear 2,67.0,6.1000000000000005
6110,Layers of Fear: Inheritance,67.66666666666667,6.7
6111,Layton's Mystery Journey: Katrielle and The Millionaires' Conspiracy,72.0,6.3
6112,Lazy Raiders,80.0,7.6
6113,Le Mans 24 Hours,67.5,7.05
6114,Le Tour de France,46.0,8.0
6115,Le Tour de France 2012,44.0,7.4
6116,Le Tour de France 2013 - 100th Edition,49.5,5.6
6117,Lead and Gold: Gangs of the Wild West,69.0,8.1
6118,Leadfoot,69.0,7.5
6119,League of Heroes,60.0,5.2
6120,League of Legends,78.0,5.1
6121,League of War: VR Arena,46.0,5.0
6122,Leap of Fate,80.0,7.1
6123,Leaving Lyndow,74.0,5.15
6124,Leedmees,60.0,6.2
6125,Left 4 Dead,89.0,8.45
6126,Left 4 Dead 2,89.0,8.45
6127,Left 4 Dead 2: Cold Stream,73.0,7.75
6128,Left 4 Dead 2: The Passing,74.5,7.85
6129,Left 4 Dead: Crash Course,77.0,7.2
6130,Left Alive,38.5,8.35
6131,Left Behind: Eternal Forces,38.0,3.7
6132,Legacy Online,66.0,7.8
6133,Legacy of Kain: Defiance,73.0,8.466666666666667
6134,Legacy of Kain: Soul Reaver,91.0,8.75
6135,Legacy of Kain: Soul Reaver 2,77.0,8.8
6136,Legacy of Ys: Books I & II,67.0,5.8
6137,Legacy: Dark Shadows,41.0,3.6
6138,Legaia 2: Duel Saga,67.0,8.2
6139,Legasista,68.0,6.7
6140,Legend of Dungeon,62.0,7.5
6141,Legend of Grimrock,82.0,8.1
6142,Legend of Grimrock II,85.0,8.0
6143,Legend of Kay,72.0,7.6
6144,Legend of Kay Anniversary,64.33333333333333,7.0
6145,Legend of Keepers: Career of a Dungeon Manager,76.0,6.5
6146,Legend of Mana Remastered,71.5,7.35
6147,Legend of the Dragon,34.666666666666664,5.066666666666666
6148,Legend of the Guardians: The Owls of Ga'Hoole,52.25,7.45
6149,Legend of the North: Konung,48.0,6.3
6150,Legend: Hand of God,57.0,5.5
6151,Legendary,49.0,6.866666666666667
6152,Legends of Aethereus,41.0,5.9
6153,Legends of Dawn,29.0,4.4
6154,Legends of Eisenwald,71.0,7.7
6155,Legends of Might and Magic,53.0,7.6
6156,Legends of Pegasus,36.0,1.3
6157,Legends of Runeterra,87.0,6.7
6158,Legends of War: Patton's Campaign,79.0,8.4
6159,Legends of Wrestling,56.666666666666664,7.066666666666666
6160,Legends of Wrestling II,51.0,4.9
6161,Legion,59.0,6.9
6162,Legion Arena,65.0,7.9
6163,Legion: The Legend of Excalibur,51.0,6.5
6164,Legions of Steel,64.0,4.4
6165,Lego Indiana Jones: The Original Adventures,77.0,8.5
6166,Lego Soccer Mania,61.0,8.6
6167,Lego Star Wars,76.66666666666667,7.066666666666666
6168,Lego Star Wars II: The Original Trilogy,67.75,7.25
6169,Leisure Suit Larry: Box Office Bust,20.666666666666668,2.1999999999999997
6170,Leisure Suit Larry: Magna Cum Laude,60.333333333333336,6.133333333333333
6171,Leisure Suit Larry: Reloaded,56.0,8.2
6172,Leisure Suit Larry: Wet Dreams Don't Dry,71.66666666666667,6.8
6173,Leisure Suit Larry: Wet Dreams Dry Twice,73.0,6.400000000000001
6174,Lemma,73.0,7.4
6175,Lemmings,67.5,7.133333333333333
6176,Lemmings Touch,63.0,6.7
6177,Lemnis Gate,75.0,7.2
6178,Lemony Snicket's A Series of Unfortunate Events,67.25,6.875
6179,Leo's Fortune,69.0,7.266666666666667
6180,Let It Die,72.0,6.5
6181,Let Them Come,70.0,6.599999999999999
6182,Let's Build a Zoo,78.0,8.3
6183,Let's Golf 3D,62.0,6.5
6184,Let's TAP,70.0,6.7
6185,Lethal League,74.0,6.6499999999999995
6186,Lethal Skies II,73.0,7.3
6187,Lethal VR,61.0,4.9
6188,Lethis - Path of Progress,65.0,7.0
6189,Lets Fish! Hooked On,41.0,6.5
6190,Letter Quest: Grimm's Journey,73.0,6.7
6191,Letter Quest: Grimm's Journey Remastered,75.0,6.133333333333333
6192,Leviathan: Warships,70.0,6.5
6193,Liberation Maiden,69.0,7.7
6194,Lichdom: Battlemage,69.0,4.133333333333334
6195,Lichtspeer,68.33333333333333,7.05
6196,Lichtspeer: Double Speer Edition,69.0,6.9
6197,Life Goes On,73.0,7.3
6198,Life Goes On: Done to Death,77.0,6.900000000000001
6199,Life is Feudal: Your Own,63.0,5.7
6200,Life is Strange,84.33333333333333,8.6
6201,Life is Strange 2,75.66666666666667,6.3999999999999995
6202,Life is Strange 2: Episode 1 - Roads,80.33333333333333,5.933333333333334
6203,Life is Strange 2: Episode 2 - Rules,75.33333333333333,5.066666666666666
6204,Life is Strange 2: Episode 3 - Wastelands,75.33333333333333,6.033333333333334
6205,Life is Strange 2: Episode 4 - Faith,77.66666666666667,5.2
6206,Life is Strange 2: Episode 5 - Wolves,82.66666666666667,6.466666666666666
6207,Life is Strange Remastered Collection,70.0,5.133333333333334
6208,Life is Strange: Before the Storm,78.66666666666667,8.066666666666666
6209,Life is Strange: Before the Storm - Episode 1: Awake,79.0,7.566666666666666
6210,Life is Strange: Before the Storm - Episode 2: Brave New World,77.0,7.766666666666667
6211,Life is Strange: Before the Storm - Episode 3: Hell is Empty,77.66666666666667,7.066666666666666
6212,Life is Strange: Before the Storm - Farewell,80.0,7.6000000000000005
6213,Life is Strange: Episode 1 - Chrysalis,76.33333333333333,8.36
6214,Life is Strange: Episode 2 - Out of Time,76.0,8.28
6215,Life is Strange: Episode 3 - Chaos Theory,80.33333333333333,8.379999999999999
6216,Life is Strange: Episode 4 - Dark Room,77.0,8.5
6217,Life is Strange: Episode 5 - Polarized,81.33333333333333,8.34
6218,Life is Strange: True Colors,82.0,6.733333333333333
6219,Life of Pixel,66.5,6.1000000000000005
6220,LifeSigns: Surgical Unit,61.0,8.2
6221,Lifeless Planet,59.0,6.4
6222,Lifeless Planet: Premier Edition,58.5,5.75
6223,Lifeline,61.0,8.4
6224,Lifestream,74.0,5.8
6225,Light Fall,69.0,6.8
6226,Light Tracer,68.0,6.3
6227,Light of Altair,66.0,8.4
6228,Lightmatter,73.0,7.7
6229,Lightning Returns: Final Fantasy XIII,67.0,6.5
6230,"Lights, Camera, Party!",49.0,4.4
6231,Like a Dragon: Ishin!,79.0,8.466666666666667
6232,Lilly Looking Through,71.0,6.6
6233,Line Of Defense Tactics - Tactical Advantage,47.0,1.2
6234,Line Rider 2: Unbound,64.66666666666667,6.3999999999999995
6235,Line of Sight: Vietnam,68.0,7.2
6236,Lineage II: The Chaotic Chronicle,62.0,6.9
6237,Lineage: The Blood Pledge,59.0,4.5
6238,Linelight,83.5,6.8
6239,Linger in Shadows,59.0,4.7
6240,Link's Crossbow Training,68.0,7.1
6241,Links 2001,86.0,6.4
6242,Links 2003,82.0,6.9
6243,Links 2004,80.0,8.5
6244,Lionheart: Kings' Crusade,71.0,7.1
6245,Lionheart: Legacy of the Crusader,57.0,7.5
6246,Lips,71.0,7.3
6247,Lips: Number One Hits,70.0,7.4
6248,Little Big Workshop,69.5,6.05
6249,Little Deviants,57.0,5.4
6250,Little Dragons Cafe,57.0,4.2
6251,Little Inferno,73.5,7.5
6252,Little King's Story,74.5,8.55
6253,Little League World Series Baseball 2008,65.5,8.0
6254,Little Misfortune,57.0,8.299999999999999
6255,Little Nightmares,80.66666666666667,8.1
6256,Little Nightmares II,81.33333333333333,8.333333333333334
6257,Little Nightmares: The Depths,62.0,5.633333333333333
6258,Little Orpheus,67.5,5.7
6259,Little Racers STREET,62.0,6.7
6260,Little Red Lie,77.0,3.7999999999999994
6261,Little Red Riding Hood's Zombie BBQ,68.0,7.7
6262,Little Witch Academia: Chamber of Time,58.0,7.35
6263,Little Witch Nobeta,62.0,8.3
6264,LittleBigPlanet,91.0,7.35
6265,LittleBigPlanet 2,91.0,8.6
6266,LittleBigPlanet 3,79.0,7.25
6267,LittleBigPlanet Karting,73.0,7.1
6268,LittleBigPlanet PS Vita,88.0,8.5
6269,Livelock,73.0,7.033333333333334
6270,Lizzie McGuire 2: Lizzie Diaries,57.0,5.0
6271,Loading Human: Chapter 1,53.0,6.25
6272,Loadout,65.5,6.6
6273,Lock On: Modern Air Combat,76.0,7.4
6274,Lock's Quest,66.33333333333333,5.95
6275,LocoCycle,48.0,4.866666666666666
6276,LocoRoco,81.0,7.699999999999999
6277,LocoRoco 2,85.0,7.9
6278,LocoRoco 2 Remastered,79.0,6.1
6279,LocoRoco Cocoreccho!,72.0,5.7
6280,LocoRoco Midnight Carnival,73.0,7.2
6281,Lode Runner,76.0,7.2
6282,Loki,61.0,5.7
6283,Lollipop Chainsaw,68.5,7.15
6284,London 2012 - The Official Video Game of the Olympic Games,65.0,6.366666666666667
6285,London Detective Mysteria,68.0,5.5
6286,Lone Echo,89.0,7.9
6287,Lone Echo II,78.0,7.4
6288,Lone Survivor,81.0,7.4
6289,Lone Survivor: The Director's Cut,80.33333333333333,7.625
6290,Lonely Mountains: Downhill,79.66666666666667,6.6000000000000005
6291,Long Live The Queen,67.0,8.0
6292,Looney Tunes Racing,71.0,7.8
6293,Looney Tunes: Acme Arsenal,35.0,6.0
6294,Looney Tunes: Back in Action,54.0,6.966666666666666
6295,Looney Tunes: Duck Amuck,66.0,8.0
6296,Looney Tunes: Sheep Raider,72.0,8.7
6297,Looney Tunes: Space Race,72.5,7.45
6298,Loons - The Fight for Fame,47.0,4.3
6299,Loop Hero,82.0,8.0
6300,Loopmancer,74.0,7.4
6301,Loot Rascals,71.0,6.25
6302,Loot River,72.0,4.6
6303,Lord of Arcana,53.0,7.0
6304,Lord of Magna: Maiden Heaven,68.0,7.6
6305,Lords of EverQuest,62.0,8.4
6306,Lords of Football,52.0,6.3
6307,Lords of Xulima,71.0,7.8
6308,Lords of the Fallen,70.66666666666667,6.533333333333334
6309,Lords of the Realm II,77.0,8.7
6310,Lords of the Realm III,65.0,3.8
6311,Lost Ark,81.0,5.2
6312,Lost Cities,66.0,6.8
6313,Lost Dimension,71.5,7.8
6314,Lost Eidolons,75.0,8.2
6315,Lost Ember,72.0,7.066666666666666
