,Name,metascore,userscore
616,Arcana Heart 3: LOVE MAX!!!!!,68.0,6.949999999999999
617,Arcania: Fall of Setarrif,41.0,1.9
618,Arcania: Gothic 4,63.5,4.6
619,Arcania: The Complete Tale,42.0,4.8
620,Arcanum: Of Steamworks and Magick Obscura,81.0,8.7
621,ArchLord,42.0,5.9
622,Archangel,69.0,7.0
623,Archangel (2002),49.0,6.9
624,Archangel: Hellfire,79.0,8.4
625,ArcheAge,80.0,3.7
626,Archer Maclean's Mercury,75.0,6.7
627,Archvale,82.0,7.35
628,Arctic Adventures: Polar's Puzzles,69.0,4.8
629,Arctic Thunder,51.0,5.75
630,Are You Smarter Than a 5th Grader: Make the Grade,51.0,4.4
631,Area 51,71.33333333333333,7.466666666666667
632,Arelite Core,59.0,7.2
633,Arena Football,65.5,7.9
634,Arena Football: Road to Glory,62.0,6.2
635,Arena Wars,77.0,7.6
636,Arise: A Simple Story,79.66666666666667,7.766666666666667
637,Arizona Sunshine,72.0,6.75
638,Arkadian Warriors,59.0,5.8
639,Arkanoid DS,61.0,7.7
640,Arkanoid Plus!,71.0,7.8
641,Arkham Horror: Mother's Embrace,53.0,5.3500000000000005
642,Arktika.1,71.0,7.9
643,ArmA II,77.0,7.5
644,ArmA II: Operation Arrowhead,73.0,8.1
645,ArmA: Combat Operations,74.0,7.5
646,ArmA: Queen's Gambit,67.0,6.5
647,Arma 3,74.0,7.6
648,Arma 3 Apex,74.0,7.7
649,Arma Tactics,47.0,5.6
650,Armada 2526,66.0,6.5
651,Armadillo Run,88.0,7.7
652,Armageddon Riders,62.0,5.8
653,Armed and Dangerous,78.5,7.45
654,Armello,76.33333333333333,6.833333333333333
655,Armies of Exigo,69.0,7.9
656,Armikrog,56.0,6.175
657,Armillo,72.0,8.0
658,Armored Core 2,78.0,8.6
659,Armored Core 2: Another Age,75.0,8.5
660,Armored Core 3,74.0,8.7
661,Armored Core 3 Portable,43.0,6.7
662,Armored Core 4,65.0,7.25
663,Armored Core V,66.5,7.15
664,Armored Core: For Answer,63.0,7.85
665,Armored Core: Formula Front - Extreme Battle,66.0,5.5
666,Armored Core: Last Raven,59.0,8.3
667,Armored Core: Nexus,73.0,8.1
668,Armored Core: Nine Breaker,57.0,8.6
669,Armored Core: Verdict Day,65.5,7.5
670,Army Corps of Hell,57.0,6.6
671,Army Men Advance,57.0,8.0
672,Army Men: Air Attack 2,74.5,7.449999999999999
673,Army Men: Air Combat,77.0,7.4
674,Army Men: Green Rogue,39.0,4.7
675,Army Men: Major Malfunction,36.0,4.0
676,Army Men: RTS,67.5,7.266666666666667
677,Army Men: Sarge's Heroes,60.0,7.8
678,Army Men: Sarge's Heroes 2,49.333333333333336,6.433333333333334
679,Army Men: Sarge's War,45.666666666666664,7.05
680,Army Men: Soldiers of Misfortune,35.0,2.5
681,Army Men: World War,50.0,6.9
682,Army of Two,73.0,7.4
683,Army of Two: The 40th Day,65.33333333333333,6.866666666666667
684,Army of Two: The Devil's Cartel,56.0,6.5
685,Around the World in 80 Days,40.0,6.2
686,Arslan: The Warriors of Legend,63.0,7.2
687,Art Academy,75.0,7.6
688,Art Academy: Home Studio,82.0,8.0
689,Art Academy: Lessons for Everyone,81.0,7.5
690,Art Academy: SketchPad,70.0,6.3
691,Art Style: AQUIA,70.0,7.3
692,Art Style: BOXLIFE,80.0,6.8
693,Art Style: CUBELLO,73.0,7.6
694,Art Style: DIGIDRIVE,83.0,6.8
695,Art Style: ORBIENT,82.0,8.2
696,Art Style: PiCTOBiTS,83.0,7.5
697,Art of Balance,85.0,7.3
698,Art of Balance Touch!,82.0,7.4
699,Art of Fighting Anthology,60.0,7.0
700,Art of Murder: Cards of Destiny,57.0,5.5
701,Art of Murder: FBI Confidential,50.0,5.2
702,Art of Murder: Hunt for the Puppeteer,56.0,5.8
703,Arthur and the Invisibles,66.0,6.3
704,Arthur and the Invisibles: The Game,63.0,6.1
705,Artifact,76.0,2.2
706,Arx Fatalis,74.0,8.05
707,Ary and the Secret of Seasons,58.666666666666664,6.1000000000000005
708,As Dusk Falls,77.0,6.75
709,As Far As The Eye,70.0,7.099999999999999
710,Ascend: Hand of Kul,68.0,8.1
711,Asdivine Hearts,57.0,6.5
712,Asemblance,54.0,6.05
713,Asgard's Wrath,88.0,8.2
714,Ash of Gods: Redemption,65.0,7.433333333333334
715,Ashen,79.5,6.366666666666667
716,Asheron's Call,81.0,8.5
717,Asheron's Call 2: Fallen Kings,82.0,7.2
718,Asheron's Call 2: Legions,67.0,7.9
719,Asheron's Call Dark Majesty,80.0,7.6
720,Asheron's Call: Throne of Destiny,59.0,7.2
721,Ashes Cricket,76.0,7.3999999999999995
722,Ashes Cricket 2009,66.0,6.8
723,Ashes of the Singularity,69.0,6.8
724,Ashes of the Singularity: Escalation,81.0,7.5
725,Asphalt 3D,43.0,5.4
726,Asphalt 4: Elite Racing,78.0,7.8
727,Asphalt: Injection,49.0,5.2
728,Asphalt: Urban GT,60.0,7.5
729,Aspire: Ina's Tale,73.0,8.0
730,Assassin's Creed,81.0,7.449999999999999
731,Assassin's Creed Chronicles,70.0,5.9
732,Assassin's Creed Chronicles: China,67.66666666666667,5.675
733,Assassin's Creed Chronicles: India,63.333333333333336,5.0
734,Assassin's Creed Chronicles: Russia,58.333333333333336,4.8999999999999995
735,Assassin's Creed II,89.0,8.333333333333334
736,Assassin's Creed II:  Bonfire of the Vanities,67.0,5.7
737,Assassin's Creed II: Battle of Forli,58.0,6.0
738,Assassin's Creed II: Bonfire of the Vanities,67.0,6.9
739,Assassin's Creed II: Discovery,69.0,7.1
740,Assassin's Creed III,83.5,6.875
741,Assassin's Creed III - The Betrayal,66.0,5.5
742,Assassin's Creed III - The Infamy,74.0,5.3999999999999995
743,Assassin's Creed III - The Redemption,66.5,6.166666666666667
744,Assassin's Creed III Remastered,74.66666666666667,4.766666666666667
745,Assassin's Creed III: Liberation,70.0,7.0
746,Assassin's Creed IV: Black Flag,85.39999999999999,7.966666666666666
747,Assassin's Creed IV: Black Flag - Freedom Cry,73.33333333333333,6.94
748,Assassin's Creed Liberation HD,64.0,5.8
749,Assassin's Creed Odyssey,85.33333333333333,6.3999999999999995
750,Assassin's Creed Odyssey: Story Arc 1 - Legacy of the First Blade,67.0,6.433333333333334
751,Assassin's Creed Odyssey: Story Arc 1 - Legacy of the First Blade: Episode 2,62.0,4.666666666666667
752,Assassin's Creed Odyssey: Story Arc 1 - Legacy of the First Blade: Episode 3,68.0,5.233333333333333
753,Assassin's Creed Origins,83.33333333333333,7.3
754,Assassin's Creed Origins: The Curse of the Pharaohs,83.5,7.366666666666667
755,Assassin's Creed Origins: The Hidden Ones,75.0,7.3
756,Assassin's Creed Rogue,72.66666666666667,7.133333333333333
757,Assassin's Creed Rogue Remastered,71.0,6.9
758,Assassin's Creed Syndicate,76.0,7.0
759,Assassin's Creed Syndicate: Jack the Ripper,74.5,7.333333333333333
760,Assassin's Creed Unity,70.66666666666667,5.8
761,Assassin's Creed Unity: Dead Kings,66.0,6.266666666666667
762,Assassin's Creed Valhalla,81.33333333333333,7.3
763,Assassin's Creed Valhalla: Dawn of Ragnarok,76.0,7.433333333333334
764,Assassin's Creed Valhalla: The Siege of Paris,69.0,6.666666666666667
765,Assassin's Creed Valhalla: Wrath of the Druids,70.0,5.633333333333333
766,Assassin's Creed: Altair's Chronicles,58.0,6.2
767,Assassin's Creed: Bloodlines,63.0,7.0
768,Assassin's Creed: Brotherhood,89.0,8.233333333333334
769,Assassin's Creed: Brotherhood - The Da Vinci Disappearance,75.5,8.1
770,Assassin's Creed: Director's Cut Edition,79.0,7.4
771,Assassin's Creed: Revelations,80.0,7.5
772,Assassin's Creed: The Ezio Collection,71.5,7.949999999999999
773,Assault Android Cactus,82.66666666666667,6.733333333333333
774,Assault Gunners HD Edition,45.0,4.2
775,Assault Heroes,79.0,7.400000000000001
776,Assault Heroes 2,75.0,5.3
777,Assault Suit Leynos,67.0,6.9
778,Assetto Corsa,73.66666666666667,7.0
779,Assetto Corsa Competizione,74.66666666666667,5.966666666666666
780,Assetto Corsa: Ultimate Edition,82.0,6.4
781,Astalon: Tears of the Earth,84.0,5.8
782,Astebreed,84.0,7.2
783,Asterigos: Curse of the Stars,73.0,4.5
784,Asterix & Obelix XXL 2,62.0,7.25
785,Asterix & Obelix XXL 3: The Crystal Menhir,55.5,5.266666666666667
786,Asterix & Obelix: Kick Buttix,59.0,8.2
787,Asterix & Obelix: Slap Them All!,63.5,4.133333333333334
788,Asteroids & Deluxe,55.0,5.0
789,Astonishia Story,48.0,5.8
790,Astria Ascending,68.0,5.400000000000001
791,Astro Bot: Rescue Mission,90.0,9.0
792,Astro Boy,54.0,7.3
793,Astro Boy: Omega Factor,85.0,8.7
794,Astro Boy: The Video Game,49.5,4.6
795,AstroPop,78.0,5.5
796,Astrologaster,74.0,7.6
797,Asura's Wrath,71.0,7.1
798,Atari Anniversary Edition,67.0,7.4
799,Atari Anthology,67.0,6.6
800,Atari Classics Evolved,64.0,6.6
801,Atari Flashback Classics: Volume 1,70.0,6.65
802,Atari Flashback Classics: Volume 2,68.0,6.6
803,Atari: 80 Classic Games in One,70.0,5.1
804,Atelier Annie: Alchemists of Sera Island,70.0,6.8
805,Atelier Arland Series Deluxe Pack,81.0,7.1
806,Atelier Ayesha Plus: The Alchemist of Dusk,76.0,8.3
807,Atelier Ayesha: The Alchemist of Dusk,70.0,7.8
808,Atelier Dusk Trilogy Deluxe Pack,79.0,7.300000000000001
809,Atelier Escha & Logy Plus: Alchemists of the Dusk Sky,75.0,8.3
810,Atelier Escha & Logy: Alchemists of the Dusk Sky,79.0,7.9
811,Atelier Firis: The Alchemist and the Mysterious Journey,74.0,7.466666666666666
812,Atelier Iris 2: The Azoth of Destiny,68.0,7.2
813,Atelier Iris 3: Grand Phantasm,63.0,6.8
814,Atelier Iris: Eternal Mana,74.0,7.5
815,Atelier Lulua: The Scion of Arland,78.5,7.1
816,Atelier Lydie & Suelle: The Alchemists and the Mysterious Paintings,74.0,7.35
817,Atelier Meruru Plus: The Apprentice of Arland,74.0,8.1
818,Atelier Meruru: The Apprentice of Arland,66.0,8.2
819,Atelier Mysterious Trilogy Deluxe Pack,75.0,8.2
820,Atelier Rorona Plus: The Alchemist of Arland,79.5,8.0
821,Atelier Rorona: The Alchemist of Arland,65.0,7.6
822,Atelier Ryza 2: Lost Legends & the Secret Fairy,82.5,7.5
823,Atelier Ryza: Ever Darkness & the Secret Hideout,75.0,7.85
824,Atelier Shallie Plus: Alchemists of the Dusk Sea,78.0,7.5
825,Atelier Shallie: Alchemists of the Dusk Sea,76.0,7.6
826,Atelier Sophie 2: The Alchemist of the Mysterious Dream,82.5,8.95
827,Atelier Sophie: The Alchemist of the Mysterious Book,74.0,7.8
828,Atelier Totori Plus: The Adventurer of Arland,79.0,8.1
829,Atelier Totori: The Adventurer of Arland,74.0,8.1
830,Athens 2004,51.0,5.8
831,Atlantis Evolution,54.0,3.2
832,Atlas Reactor,81.0,7.5
833,Atom Zombie Smasher,75.0,7.2
834,Atomega,65.0,7.0
835,Atomic Betty,62.0,7.9
836,Atomic Heart,75.0,6.933333333333334
837,Atomic Ninjas,59.5,6.1
838,Atomicrops,76.5,7.400000000000001
839,Atomik: RunGunJumpGun,82.0,7.4
840,Attack of the Earthlings,65.33333333333333,4.2
841,Attack of the Friday Monsters! A Tokyo Tale,77.0,7.5
842,Attack of the Movies 3D,38.5,1.7
843,Attack on Pearl Harbor,64.0,6.9
844,Attack on Titan,75.5,7.56
845,Attack on Titan 2,75.66666666666667,7.3
846,Attack on Titan 2: Final Battle,74.5,7.633333333333333
847,Attack on Titan: Humanity in Chains,46.0,4.4
848,Attentat 1942,76.0,7.5
849,Attractio,58.0,6.75
850,AudioSurf,85.0,8.7
851,Audioshield,81.0,6.0
852,Audiosurf 2,76.0,7.3
853,Auditorium HD,79.0,7.1
854,Aura: Fate of the Ages,63.0,5.5
855,Aurion: Legacy of the Kori-Odan,70.0,7.8
856,Austerlitz: Napoleon's Greatest Victory,78.0,6.4
857,Auto Assault,72.0,7.9
858,Auto Modellista,60.0,7.0
859,Automachef,71.0,5.3
860,Autonauts,80.0,7.8
861,Avadon 2: The Corruption,82.0,7.7
862,Avadon: The Black Fortress,75.0,7.5
863,Avalon Code,71.0,7.8
864,Avatar: The Last Airbender,60.42857142857143,6.7
865,Avatar: The Last Airbender - Into the Inferno,59.0,7.05
866,Avatar: The Last Airbender - The Burning Earth,58.666666666666664,6.633333333333333
867,Avatar: The Last Airbender -- The Burning Earth,52.0,7.9
868,Aven Colony,71.66666666666667,7.666666666666667
869,Avencast: Rise of the Mage,68.0,7.2
870,Avernum 2: Crystal Souls,78.0,7.6
871,Avernum: Escape From the Pit,76.0,8.3
872,Aviary Attorney,77.0,7.3
873,Away: Journey to the Unexpected,50.333333333333336,4.3
874,Away: Shuffle Dungeon,65.0,7.0
875,Awesomenauts,76.66666666666667,7.7
876,Awesomenauts Assemble!,77.5,7.3
877,Axel & Pixel,72.0,7.5
878,Axiom Verge,83.2,8.0
879,Axiom Verge 2,76.5,5.35
880,Axis & Allies,65.0,8.4
881,Azkend 2: The World Beneath,67.0,5.6
882,Aztech: Forgotten Gods,56.0,3.6
883,Aztez,81.0,5.3
884,Azur Lane: Crosswave,56.0,6.6
885,Azure Striker Gunvolt,77.0,7.8
886,Azure Striker Gunvolt 2,76.0,7.7
887,Azurik: Rise of Perathia,52.0,7.9
888,B-17 Flying Fortress: The Mighty 8th!,82.0,7.2
889,B-Boy,51.5,8.35
890,BADLAND: Game of the Year Edition,76.0,7.066666666666666
891,BANG! Gunship Elite,61.0,8.0
892,BANNERMEN,51.0,7.1
893,BASS Strike,57.0,5.8
894,BLACKHOLE,82.0,7.7
895,BMX XXX,57.333333333333336,5.366666666666667
896,BONELAB,65.0,6.5
897,BONEWORKS,72.0,8.4
898,BOXBOY!,80.0,8.1
899,BOXVR,81.0,6.3
900,BPM: Bullets Per Minute,77.0,7.75
901,BRAWL,62.0,6.9
902,BROK the InvestiGator,79.0,8.6
903,BUTCHER,71.0,6.7
904,BYE-BYE BOXBOY!,83.0,7.9
905,Baba Is You,87.0,8.3
906,Babel Rising,53.0,3.1999999999999997
907,Baboon!,73.0,7.6
908,Babylon's Fall,46.0,1.7000000000000002
909,Back 4 Blood,77.0,4.866666666666667
910,Back at the Barnyard: Slop Bucket Games,49.0,8.8
911,Back in 1995,52.0,5.766666666666667
912,Back to Bed,58.75,6.325
913,Back to the Future: The Game,66.0,6.533333333333334
914,Back to the Future: The Game - Episode I: It's About Time,74.5,6.6
915,Back to the Future: The Game - Episode II: Get Tannen!,74.0,7.25
916,Back to the Future: The Game - Episode III: Citizen Brown,73.5,6.5
917,Back to the Future: The Game - Episode IV: Double Visions,71.0,6.2
918,Back to the Future: The Game - Episode V: OUTATIME,75.0,7.1
919,Backbone,72.0,6.933333333333334
920,Backbreaker,56.0,7.3
921,Backbreaker: Vengeance,66.0,5.0
922,Backfirewall_,84.0,8.0
923,Backyard Baseball,70.0,7.3500000000000005
924,Backyard Baseball '09,37.0,7.8
925,Backyard Football,58.0,8.4
926,Backyard Wrestling 2: There Goes the Neighborhood,44.5,4.9
927,Backyard Wrestling: Don't Try This at Home,50.5,6.0
928,Bad Apple Wars,78.0,7.4
929,Bad Bots,49.0,4.5
930,Bad Boys: Miami Takedown,37.666666666666664,3.8333333333333335
931,Bad Dream: Coma,75.5,7.6
932,Bad Mojo,74.0,6.9
933,Bad Mojo: Redux,74.0,7.0
934,Bad North,69.5,6.433333333333334
935,Baja: Edge of Control,63.0,5.7
936,Baja: Edge of Control HD,66.0,6.3
937,Bakugan Battle Brawlers,61.25,6.9799999999999995
938,Bakugan: Defenders of the Core,56.0,7.32
939,Balan Wonderworld,41.0,6.7
940,Baldo: The Guardian Owls,51.0,5.066666666666666
941,Baldur's Gate,91.0,8.9
942,Baldur's Gate II: Enhanced Edition,78.0,7.5
943,Baldur's Gate II: Shadows of Amn,95.0,9.1
944,Baldur's Gate II: Throne of Bhaal,88.0,8.8
945,Baldur's Gate and Baldur's Gate II: Enhanced Editions,82.0,6.2
946,Baldur's Gate: Dark Alliance,78.0,7.766666666666667
947,Baldur's Gate: Dark Alliance II,72.0,8.2
948,Baldur's Gate: Enhanced Edition,78.0,5.333333333333333
949,Baldur's Gate: Siege of Dragonspear,77.0,3.8
950,Ball Breakers,68.0,5.3
951,Ballistic: Ecks vs. Sever II,72.0,6.0
952,Ballistics,71.0,7.4
953,Balls of Fury,40.5,3.1
954,Band Hero,74.0,5.86
955,Band of Bugs,68.0,6.2
956,Bandfuse: Rock Legends,73.0,7.7
957,Bandits: Phoenix Rising,73.0,7.3
958,Bang Bang Racing,58.0,6.333333333333333
959,Bang! Gunship Elite,68.0,6.8
960,Bangai-O,87.0,8.4
961,Bangai-O HD: Missile Fury,78.0,7.7
962,Bangai-O Spirits,83.0,7.8
963,Banished,73.0,8.1
964,Banjo-Kazooie,84.5,8.75
965,Banjo-Kazooie: Grunty's Revenge,72.0,7.9
966,Banjo-Kazooie: Nuts & Bolts,79.0,6.7
967,Banjo-Pilot,68.0,6.1
968,Banjo-Tooie,81.5,8.600000000000001
969,Bankshot Billiards 2,65.0,6.2
970,Banner of the Maid,69.0,8.1
971,Baobabs Mausoleum - Ep. 1: Ovnifagos Don't Eat Flamingos,69.0,6.7
972,Barbie Groovy Games,47.0,7.0
973,Barbie Horse Adventure: Wild Horse Rescue,52.0,6.9
974,Bard's Gold,61.666666666666664,5.8
975,Barnyard,61.333333333333336,8.4
976,Baroque,55.0,8.2
977,Barrow Hill: Curse of the Ancient Circle,65.0,7.1
978,Baseball Advance,80.0,7.8
979,Baseball Mogul 2003,73.0,7.2
980,Baseball Mogul 2004,71.0,5.4
981,Baseball Mogul 2006,74.0,8.2
982,Baseball Mogul 2007,78.0,6.9
983,Baseball Mogul 2008,74.0,6.6
984,Baseball Riot,60.0,8.0
985,Basement Crawl,27.0,2.9
986,Bass Pro Shops: The Strike,63.0,6.699999999999999
987,Bastion,86.0,8.26
988,Batbarian: Testament of the Primordials,79.0,8.8
989,Baten Kaitos Origins,75.0,8.3
990,Baten Kaitos: Eternal Wings and the Lost Ocean,80.0,8.3
991,Batman Begins,64.0,7.3500000000000005
992,Batman Beyond: Return of the Joker,24.0,3.55
993,Batman: Arkham Asylum,91.33333333333333,8.733333333333334
994,Batman: Arkham City,93.66666666666667,8.766666666666667
995,Batman: Arkham City - Armored Edition,85.0,8.5
996,Batman: Arkham City - Harley Quinn's Revenge,73.0,7.0
997,Batman: Arkham Knight,80.66666666666667,6.533333333333334
998,Batman: Arkham Knight - A Matter of Family,61.5,6.833333333333333
999,Batman: Arkham Knight - Season of Infamy: Most Wanted,79.0,8.0
1000,Batman: Arkham Origins,73.0,7.7
1001,"Batman: Arkham Origins - Cold, Cold Heart",72.0,7.833333333333333
1002,Batman: Arkham Origins Blackgate,64.5,6.8
1003,Batman: Arkham Origins Blackgate - Deluxe Edition,60.666666666666664,6.65
1004,Batman: Arkham VR,74.0,7.5
1005,Batman: Dark Tomorrow,27.0,3.15
1006,Batman: Return to Arkham,75.0,8.6
1007,Batman: Rise of Sin Tzu,64.0,7.574999999999999
1008,Batman: The Brave and the Bold - The Videogame,72.0,7.75
1009,Batman: The Enemy Within - Episode 1: The Enigma,74.33333333333333,5.766666666666667
1010,Batman: The Enemy Within - Episode 2: The Pact,67.33333333333333,6.0
1011,Batman: The Enemy Within - Episode 3: The Fractured Mask,70.5,6.8
1012,Batman: The Enemy Within - Episode 4: What Ails You,78.33333333333333,6.766666666666667
1013,Batman: The Enemy Within - Episode 5: Same Stitch,86.5,7.3999999999999995
1014,Batman: The Enemy Within - The Telltale Series,79.0,8.033333333333333
1015,Batman: The Telltale Series,66.33333333333333,7.5
1016,Batman: The Telltale Series - Episode 1: Realm of Shadows,69.66666666666667,5.88
1017,Batman: The Telltale Series - Episode 2: Children of Arkham,74.0,6.925
1018,Batman: The Telltale Series - Episode 3: New World Order,73.33333333333333,7.3
1019,Batman: The Telltale Series - Episode 4: Guardian of Gotham,73.66666666666667,6.566666666666667
1020,Batman: The Telltale Series - Episode 5: City of Light,72.66666666666667,7.033333333333334
1021,Batman: Vengeance,66.6,6.959999999999999
1022,Batora: Lost Haven,68.0,6.800000000000001
1023,Battalion Wars,76.0,8.6
1024,Battalion Wars 2,75.0,8.1
1025,Battle Academy 2: Eastern Front,77.0,6.0
1026,Battle Arena Toshinden,69.0,7.35
1027,Battle Assault 3 featuring Gundam Seed,48.0,7.9
1028,Battle Axe,76.0,5.8
1029,Battle B-Daman,62.0,7.2
1030,Battle Brothers,75.5,8.0
1031,Battle Chasers: Nightwar,79.0,7.2
1032,Battle Chef Brigade,81.5,7.1
1033,Battle Engine Aquila,71.33333333333333,7.95
1034,Battle Fantasia,69.0,5.9
1035,Battle Isle: The Andosia War,70.0,7.7
1036,Battle Princess Madelyn,68.33333333333333,6.2
1037,Battle Princess of Arcadias,69.0,8.0
1038,Battle Realms,82.0,8.6
1039,Battle Realms: Winter of the Wolf,71.0,8.4
1040,Battle Worlds: Kronos,66.0,6.066666666666666
1041,Battle of Britain II: Wings of Victory,75.0,4.3
1042,Battle of the Bands,58.0,6.0
1043,Battle: Los Angeles,40.0,4.0
1044,BattleBlock Theater,85.0,7.9
1045,BattleForge,75.0,7.1
1046,BattleTech,78.0,7.0
1047,BattleTech: Flashpoint,78.0,7.2
1048,Battleborn,69.33333333333333,6.966666666666666
1049,Battlecruiser Millennium,68.0,4.6
1050,Battlefield 1,88.0,7.566666666666666
1051,Battlefield 1942,89.0,8.5
1052,Battlefield 1942: Secret Weapons of WWII,79.0,7.8
1053,Battlefield 1942: The Road to Rome,84.0,7.7
1054,Battlefield 1943,83.5,7.9
1055,Battlefield 1: In the Name of the Tsar,82.0,5.3999999999999995
1056,Battlefield 1: They Shall Not Pass,79.5,5.933333333333334
1057,Battlefield 2,91.0,8.4
1058,Battlefield 2042,68.0,1.7333333333333334
1059,Battlefield 2142,80.0,6.8
1060,Battlefield 2142: Northern Strike,77.0,8.5
1061,Battlefield 2: Euro Force,71.0,6.9
1062,Battlefield 2: Modern Combat,79.0,7.8999999999999995
1063,Battlefield 2: Special Forces,77.0,7.7
1064,Battlefield 3,86.0,7.533333333333334
1065,Battlefield 3: Aftermath,76.5,7.633333333333333
1066,Battlefield 3: Armored Kill,83.0,5.433333333333334
1067,Battlefield 3: Back to Karkand,84.0,7.266666666666667
1068,Battlefield 3: Close Quarters,72.66666666666667,6.166666666666667
1069,Battlefield 3: End Game,82.0,6.8999999999999995
1070,Battlefield 4,81.2,6.38
1071,Battlefield 4: Naval Strike,67.5,6.25
1072,Battlefield 4: Second Assault,77.0,6.0
1073,Battlefield Hardline,71.66666666666667,4.92
1074,Battlefield Heroes,69.0,6.1
1075,Battlefield V,77.33333333333333,2.9333333333333336
1076,Battlefield Vietnam,84.0,7.6
1077,Battlefield: Bad Company,83.5,7.949999999999999
1078,Battlefield: Bad Company 2,87.66666666666667,8.433333333333332
1079,Battlefield: Bad Company 2 Vietnam,87.33333333333333,7.8999999999999995
1080,Battlefield: Play4Free,68.0,2.0
1081,Battlefleet Gothic: Armada,77.0,7.6
1082,Battlefleet Gothic: Armada 2,77.0,7.6
1083,Battleground Europe: World War II Online,73.0,7.8
1084,Battleplan: American Civil War,66.0,6.0
1085,Battlerite,85.0,7.3
1086,Battles of Prince of Persia,64.0,7.8
1087,Battleship,51.199999999999996,4.5857142857142845
1088,Battlestar Galactica,57.25,6.275
1089,Battlestar Galactica Deadlock,76.5,7.2
1090,Battlestations: Midway,74.5,7.5
1091,Battlestations: Pacific,75.0,8.15
1092,Battletoads,69.0,5.85
1093,Battlewake,66.5,5.9
1094,Battlezone,58.0,7.400000000000001
1095,Battlezone 98 Redux,75.0,8.8
1096,Battlezone: Combat Commander,68.0,6.3
1097,Bayonetta,86.8,7.5
1098,Bayonetta & Vanquish,84.0,9.3
1099,Bayonetta 2,91.0,8.9
1100,Beach Buggy Racing,65.0,7.1499999999999995
1101,Beach Head 2002,46.0,7.1
1102,Beach Spikers: Virtua Beach Volleyball,76.0,8.3
1103,BeachHead 2000,46.0,6.5
1104,Beacon Pines,83.0,8.5
1105,Beam Breakers,61.0,6.8
1106,Bear With Me: Episode 1,68.0,6.1
1107,Bear With Me: Episode Three,79.0,7.1
1108,Bear With Me: Episode Two,76.0,6.9
1109,Bear With Me: The Complete Collection,77.0,4.4
1110,Bear and Breakfast,72.0,7.9
1111,Bears Can't Drift!?,53.0,4.0
1112,Beast Quest,33.0,4.6
1113,Beat City,70.0,5.8
1114,Beat Cop,69.66666666666667,6.966666666666666
1115,Beat Down: Fists of Vengeance,48.0,8.3
1116,Beat Hazard,70.0,7.2
1117,Beat Hazard Ultra,63.0,7.550000000000001
1118,Beat Saber,89.5,8.35
1119,Beat Sketcher,67.0,5.0
1120,Beat The Game,55.0,5.0
1121,Beat'n Groovy,29.0,3.2
