,Name,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,metascore,userscore
4699,Kakyuusei,Strategy,Elf,0.0,0.0,0.28,0.0,0.28,,
4700,Mega Man II,Platform,Nintendo,0.0,0.0,0.28,0.0,0.28,,
4701,Virtua Fighter 5 Online,Fighting,Sega,0.2,0.03,0.03,0.02,0.28,89.0,7.8
4702,Gretzky NHL 06,Sports,Sony Computer Entertainment,0.2,0.05,0.0,0.03,0.28,63.5,6.8
4703,RollerCoaster Tycoon 3,Strategy,Atari,0.01,0.22,0.0,0.05,0.28,81.0,5.4
4704,Mobile Suit Gundam Side Story I: Senritsu no Blue,Shooter,Namco Bandai Games,0.0,0.0,0.28,0.0,0.28,,
4705,Baby Pals,Simulation,THQ,0.26,0.01,0.0,0.02,0.28,,
4706,Warpath: Jurassic Park,Fighting,Electronic Arts,0.15,0.1,0.0,0.02,0.28,,
4707,Romance of the Three Kingdoms II,Strategy,Tecmo Koei,0.0,0.0,0.28,0.0,0.28,,
4708,NHL 2K11,Sports,Take-Two Interactive,0.24,0.02,0.0,0.02,0.28,62.0,7.0
4709,Beyblade: Metal Masters,Action,Konami Digital Entertainment,0.16,0.1,0.0,0.03,0.28,65.0,5.8
4710,History Civil War: Secret Missions,Shooter,Activision,0.19,0.06,0.0,0.03,0.28,,
4711,Siren: Blood Curse,Action,Sony Computer Entertainment,0.0,0.17,0.09,0.02,0.28,,
4712,Mister Mosquito,Shooter,Eidos Interactive,0.05,0.04,0.17,0.01,0.28,65.0,5.8
4713,X-Men: Reign of Apocalypse,Action,Activision,0.2,0.08,0.0,0.01,0.28,61.0,7.0
4714,WRC 5: FIA World Rally Championship,Sports,Bigben Interactive,0.02,0.22,0.0,0.05,0.28,,
4715,BioShock The Collection,Shooter,Take-Two Interactive,0.08,0.15,0.01,0.04,0.28,,
4716,RoadKill,Action,Midway Games,0.16,0.1,0.0,0.02,0.28,67.66666666666667,7.566666666666666
4717,One Piece Unlimited Cruise 1: The Treasure Beneath the Waves,Adventure,Namco Bandai Games,0.0,0.07,0.19,0.01,0.28,,
4718,Silent Hill 2: Restless Dreams,Action,Konami Digital Entertainment,0.21,0.06,0.0,0.01,0.28,84.0,8.3
4719,F1 ROC: Race of Champions,Sports,Ocean,0.0,0.0,0.28,0.0,0.28,,
4720,Remington Super Slam Hunting: Africa,Sports,Mastiff,0.27,0.0,0.0,0.02,0.28,,
4721,Godzilla: Domination!,Fighting,Atari,0.2,0.07,0.0,0.01,0.28,53.0,8.2
4722,Geometry Wars: Galaxies,Shooter,Vivendi Games,0.24,0.0,0.0,0.02,0.28,79.5,7.699999999999999
4723,Digimon Story: Cyber Sleuth,Role-Playing,Namco Bandai Games,0.0,0.09,0.17,0.02,0.28,,
4724,Bionicle Heroes,Shooter,Eidos Interactive,0.23,0.03,0.0,0.01,0.28,57.5,7.285714285714286
4725,Dragon Ball GT: Transformation,Action,Atari,0.2,0.08,0.0,0.01,0.28,69.0,7.6
4726,Shrek: Ogres & Dronkeys,Simulation,Activision,0.26,0.0,0.0,0.02,0.28,,
4727,American Chopper 2: Full Throttle,Racing,Zoo Digital Publishing,0.16999999999999998,0.09000000000000001,0.0,0.02,0.28,54.0,7.8
4728,Mega Man 7,Platform,Laguna,0.03,0.01,0.23,0.01,0.28,,
4729,Sing Party,Misc,Nintendo,0.13,0.12,0.0,0.02,0.28,,
4730,SingStar Country,Misc,Sony Computer Entertainment,0.14,0.11,0.0,0.04,0.28,,
4731,Hotel for Dogs,Simulation,505 Games,0.26,0.0,0.0,0.02,0.28,,
4732,MindJack,Shooter,Square Enix,0.14,0.1,0.0,0.04,0.28,,
4733,Chromehounds,Simulation,Sega,0.24,0.0,0.01,0.02,0.28,71.0,6.9
4734,X-Blades,Action,SouthPeak Games,0.17,0.05,0.04,0.03,0.28,51.333333333333336,6.0
4735,BlowOut,Shooter,Zoo Digital Publishing,0.15,0.09999999999999999,0.0,0.03,0.28,60.333333333333336,6.0
4736,F/A-18F Super Hornet,Simulation,Majesco Entertainment,0.2,0.08,0.0,0.01,0.28,,
4737,Wild ARMs 5,Role-Playing,505 Games,0.14,0.11,0.0,0.04,0.28,71.0,7.8
4738,Civilization II,Strategy,Activision,0.15,0.11,0.0,0.02,0.28,,
4739,ExciteBots: Trick Racing,Racing,Nintendo,0.26,0.0,0.0,0.02,0.28,,
4740,Pokemon Box: Ruby & Sapphire,Misc,Nintendo,0.0,0.0,0.27,0.01,0.28,,
4741,Lord of Darkness,Action,Tecmo Koei,0.0,0.0,0.28,0.0,0.28,,
4742,Yu-Gi-Oh! Double Pack,Role-Playing,Konami Digital Entertainment,0.2,0.08,0.0,0.01,0.28,,
4743,Dynasty Warriors: Gundam,Action,Namco Bandai Games,0.0,0.0,0.28,0.0,0.28,57.5,6.6
4744,Donkey Kong GB: Dinky Kong & Dixie Kong,Platform,Nintendo,0.0,0.0,0.28,0.0,0.28,,
4745,Pro Baseball Spirits 2015,Action,Konami Digital Entertainment,0.0,0.0,0.28,0.0,0.28,,
4746,Yu-Gi-Oh! Monster Capsule Breed & Battle,Role-Playing,Konami Digital Entertainment,0.0,0.0,0.26,0.02,0.28,,
4747,DeathSmiles,Shooter,Rising Star Games,0.15,0.06,0.05,0.02,0.28,,
4748,Kobitodzukan: Kobito Kansatsu Set,Misc,Nippon Columbia,0.0,0.0,0.28,0.0,0.28,,
4749,Yu-Gi-Oh! World Championship 2008,Strategy,Konami Digital Entertainment,0.13,0.02,0.12,0.01,0.28,,
4750,Summer Heat Beach Volleyball,Sports,Acclaim Entertainment,0.14,0.11,0.0,0.04,0.28,65.0,7.7
4751,Polaris,Action,Tigervision,0.26,0.02,0.0,0.0,0.28,,
4752,Patapon 3,Misc,Sony Computer Entertainment,0.05,0.04,0.17,0.02,0.28,74.0,7.6
4753,Tornado Outbreak,Action,Konami Digital Entertainment,0.25,0.0,0.0,0.03,0.28,67.33333333333333,7.933333333333333
4754,Pro Yaky? Spirits 6,Sports,Konami Digital Entertainment,0.0,0.0,0.28,0.0,0.28,,
4755,MotoGP 15,Racing,Milestone S.r.l.,0.0,0.19,0.06,0.03,0.28,,
4756,Deer Hunter,Sports,Atari,0.14,0.11,0.0,0.04,0.28,,
4757,Bratz Ponyz,Adventure,Game Factory,0.26,0.0,0.0,0.02,0.28,,
4758,Armored Core: Project Phantasma,Simulation,From Software,0.06,0.04,0.15,0.02,0.28,,
4759,NBA In The Zone,Sports,Konami Digital Entertainment,0.16,0.11,0.0,0.02,0.28,,
4760,Bust-A-Move 2 Arcade Edition,Puzzle,Acclaim Entertainment,0.16999999999999998,0.09000000000000001,0.0,0.01,0.28,,
4761,Bass Strike,Sports,THQ,0.14,0.11,0.0,0.04,0.28,,
4762,The Witch and the Hundred Knight,Role-Playing,Nippon Ichi Software,0.08,0.03,0.15000000000000002,0.02,0.28,53.0,7.3
4763,Jissen Pachi-Slot Hisshouhou! Moujuu-Oh S,Misc,Sammy Corporation,0.0,0.0,0.28,0.0,0.28,,
4764,Power Pro Kun Pocket 3,Sports,Konami Digital Entertainment,0.0,0.0,0.27,0.01,0.28,,
4765,Trivial Pursuit unhinged,Misc,Atari,0.16,0.09000000000000001,0.0,0.02,0.28,,
4766,Final Fantasy VI Advance,Role-Playing,Nintendo,0.0,0.0,0.28,0.01,0.28,92.0,8.7
4767,Kung Fu Chaos,Fighting,Microsoft Game Studios,0.21,0.06,0.0,0.01,0.28,68.0,8.5
4768,Nobunaga no Yabou: Tenshoki,Strategy,Tecmo Koei,0.0,0.0,0.28,0.0,0.28,,
4769,International Superstar Soccer,Sports,Konami Digital Entertainment,0.0,0.0,0.28,0.0,0.28,,
4770,Chessmaster: The Art of Learning,Misc,Ubisoft,0.22999999999999998,0.03,0.0,0.02,0.28,64.0,7.35
4771,Yakuza Kiwami,Adventure,Sega,0.0,0.0,0.28,0.0,0.28,80.33333333333333,8.0
4772,Netsu Chu! Pro Yakyuu 2003,Sports,Namco Bandai Games,0.0,0.0,0.28,0.0,0.28,,
4773,Pitfall: The Mayan Adventure,Platform,Interplay,0.2,0.07,0.0,0.01,0.28,58.0,5.8
4774,Soul Nomad & the World Eaters,Role-Playing,Tecmo Koei,0.14,0.11,0.0,0.04,0.28,73.0,8.2
4775,Danganronpa Another Episode: Ultra Despair Girls,Action,Nippon Ichi Software,0.1,0.03,0.12,0.04,0.28,69.5,7.566666666666666
4776,Assassin's Creed II: Discovery,Action,Ubisoft,0.15,0.11,0.0,0.03,0.28,69.0,7.1
4777,Transformers: Cybertron Adventures,Action,Activision,0.15,0.1,0.0,0.03,0.28,41.0,6.3
4778,Castlevania: Aria of Sorrow,Platform,Konami Digital Entertainment,0.2,0.07,0.0,0.0,0.28,91.0,8.9
4779,Quantum Theory,Shooter,Tecmo Koei,0.11,0.11,0.02,0.04,0.28,40.0,4.3
4780,VMX Racing,Racing,Playmates,0.16,0.11,0.0,0.02,0.28,,
4781,Pinkalicious,Misc,GameMill Entertainment,0.26,0.0,0.0,0.02,0.28,,
4782,The Oregon Trail,Simulation,Crave Entertainment,0.27,0.0,0.0,0.02,0.28,,
4783,Unreal Championship 2: The Liandri Conflict,Shooter,Midway Games,0.22,0.05,0.0,0.01,0.28,85.0,8.2
4784,Super Fire ProWrestling X,Fighting,Human Entertainment,0.0,0.0,0.28,0.0,0.28,,
4785,Arcade Hits: Frisky Tom,Action,Hamster Corporation,0.16,0.11,0.0,0.02,0.28,,
4786,My Japanese Coach,Misc,Ubisoft,0.25,0.0,0.0,0.02,0.28,59.0,6.9
4787,Puppeteer,Platform,Sony Computer Entertainment Europe,0.11,0.1,0.02,0.04,0.28,80.0,8.3
4788,Summer Sports 2: Island Sports Party,Sports,Ubisoft,0.24,0.0,0.0,0.02,0.27,,
4789,Aliens versus Predator: Extinction,Strategy,Electronic Arts,0.15,0.09000000000000001,0.0,0.02,0.27,,
4790,InuYasha: Feudal Combat,Fighting,Namco Bandai Games,0.13,0.1,0.0,0.03,0.27,,
4791,Sengoku Basara 4,Action,Capcom,0.0,0.0,0.27,0.0,0.27,,
4792,Indigo Prophecy,Adventure,Atari,0.14,0.11,0.0,0.02,0.27,84.0,7.975
4793,Super Nazo Puyo: Ruruu no Ruu,Puzzle,Banpresto,0.0,0.0,0.27,0.0,0.27,,
4794,Disgaea 5: Alliance of Vengeance,Role-Playing,Nippon Ichi Software,0.1,0.08,0.06,0.04,0.27,80.0,8.2
4795,Shadow of Rome,Action,Capcom,0.13,0.1,0.0,0.03,0.27,75.0,8.5
4796,Indy 500,Racing,Atari,0.26,0.01,0.0,0.0,0.27,,
4797,Superbike 2000,Racing,Electronic Arts,0.15,0.1,0.0,0.02,0.27,,
4798,Initial D: Special Stage,Racing,Sega,0.0,0.0,0.27,0.0,0.27,,
4799,Suikoden Tierkreis,Role-Playing,Konami Digital Entertainment,0.09,0.01,0.15,0.01,0.27,76.0,7.8
4800,Super Collapse! 3,Puzzle,Mumbo Jumbo,0.25,0.0,0.0,0.02,0.27,,
4801,Dragon Ball GT: Final Bout,Fighting,Namco Bandai Games,0.02,0.02,0.22,0.02,0.27,,
4802,Bridge,Misc,Activision,0.25,0.02,0.0,0.0,0.27,,
4803,Summer Athletics: The Ultimate Challenge (US sales),Sports,DTP Entertainment,0.23,0.04,0.0,0.0,0.27,,
4804,Intellivision Lives!,Misc,Play It,0.16,0.08,0.0,0.02,0.27,61.666666666666664,7.6
4805,Mega Man Legacy Collection,Platform,Capcom,0.19,0.0,0.05,0.03,0.27,79.75,8.25
4806,Alundra 2: A New Legend Begins,Role-Playing,Activision,0.15,0.1,0.0,0.02,0.27,,
4807,Burstrick: Wake Boarding!!,Sports,Natsume,0.15,0.1,0.0,0.02,0.27,,
4808,Making History: The Great War,Strategy,Namco Bandai Games,0.0,0.0,0.27,0.0,0.27,,
4809,Sydney 2000,Sports,Eidos Interactive,0.15,0.1,0.0,0.02,0.27,53.666666666666664,6.5
4810,Alvin and the Chipmunks,Misc,Brash Entertainment,0.21,0.03,0.0,0.02,0.27,31.5,6.266666666666667
4811,Medarot 3: Kabuto / Kuwagata Version,Role-Playing,Imagineer,0.0,0.0,0.27,0.0,0.27,,
4812,Fushigi no Dungeon: Fuurai no Shiren GB: Tsukikagemura no Kaibutsu,Role-Playing,ChunSoft,0.0,0.0,0.27,0.0,0.27,,
4813,Athens 2004,Sports,Sony Computer Entertainment,0.13,0.1,0.0,0.03,0.27,51.0,5.8
4814,Tao Feng: Fist of the Lotus,Fighting,Microsoft Game Studios,0.21,0.06,0.0,0.01,0.27,65.0,6.1
4815,Digimon World 4,Role-Playing,Atari,0.17,0.09,0.0,0.02,0.27,52.333333333333336,7.2
4816,Ultimate NES Remix,Action,Unknown,0.15,0.09,0.0,0.02,0.27,69.0,7.4
4817,Final Doom,Shooter,GT Interactive,0.15,0.1,0.0,0.02,0.27,,
4818,Operation Armored Liberty,Action,Majesco Entertainment,0.19,0.07,0.0,0.0,0.27,,
4819,Pac-Pix,Puzzle,Namco Bandai Games,0.16,0.0,0.1,0.01,0.27,71.0,7.2
4820,Magical Vacation,Role-Playing,Nintendo,0.0,0.0,0.26,0.01,0.27,,
4821,Goblin Commander: Unleash the Horde,Strategy,Jaleco,0.15,0.09000000000000001,0.0,0.02,0.27,69.66666666666667,8.649999999999999
4822,Slam Dunk: Yonkyo Taiketsu!!,Sports,Namco Bandai Games,0.0,0.0,0.27,0.0,0.27,,
4823,Fullmetal Alchemist 2: Curse of the Crimson Elixir,Role-Playing,Square Enix,0.13,0.1,0.0,0.03,0.27,67.0,6.8
4824,Sonic X: Game Boy Advance Video Volume 1,Misc,Unknown,0.19,0.07,0.0,0.0,0.27,,
4825,"Ni Hao, Kai-lan: Super Game Day",Misc,Take-Two Interactive,0.22,0.03,0.0,0.02,0.27,,
4826,Tales of Eternia,Role-Playing,Ubisoft,0.0,0.01,0.25,0.01,0.27,,
4827,Final Fantasy X International,Role-Playing,Square Enix,0.0,0.0,0.27,0.0,0.27,,
4828,WRC 2: FIA World Rally Championship,Racing,Ubisoft,0.0,0.2,0.0,0.05,0.27,,
4829,Final Fantasy XI: Ultimate Collection,Role-Playing,Square Enix,0.25,0.0,0.0,0.02,0.27,,
4830,Fish Tycoon,Simulation,Majesco Entertainment,0.24,0.0,0.0,0.02,0.27,46.0,7.0
4831,Shin Megami Tensei: Devil Survivor,Role-Playing,Atlus,0.14,0.0,0.12,0.01,0.27,84.0,5.2
4832,Flag Capture,Action,Atari,0.25,0.02,0.0,0.0,0.27,,
4833,America's Test Kitchen: Let's Get Cooking,Simulation,Nintendo,0.25,0.0,0.0,0.02,0.27,87.0,6.3
4834,Tropico 3,Strategy,Kalypso Media,0.15,0.06,0.03,0.03,0.27,77.0,7.5
4835,Shin Nippon Pro Wrestling: Toukon Retsuden 2,Fighting,Tomy Corporation,0.0,0.0,0.26,0.02,0.27,,
4836,Littlest Pet Shop: Beach Friends,Simulation,Electronic Arts,0.25,0.0,0.0,0.02,0.27,,
4837,Syberia,Action,Mindscape,0.18,0.06,0.0,0.01,0.27,64.0,7.3
4838,God Eater Resurrection,Action,Namco Bandai Games,0.0,0.0,0.27,0.0,0.27,70.0,6.933333333333334
4839,WWE Road to WrestleMania X8,Fighting,THQ,0.19,0.07,0.0,0.0,0.27,73.0,7.6
4840,Cake Mania 2: Jill's Next Adventure!,Puzzle,Majesco Entertainment,0.24,0.0,0.0,0.02,0.27,,
4841,Imagine: Fashion Party,Simulation,Ubisoft,0.25,0.0,0.0,0.02,0.27,,
4842,Jade Cocoon: Story of the Tamamayu,Role-Playing,Crave Entertainment,0.15,0.1,0.0,0.02,0.27,,
4843,Fire Emblem: Shin Monshou no Nazo Hikari to Kage no Eiyuu,Strategy,Nintendo,0.0,0.0,0.27,0.0,0.27,,
4844,M&M's Blast!,Puzzle,Unknown,0.2,0.07,0.0,0.0,0.27,,
4845,Jikkyou Powerful Pro Yakyuu 5,Sports,Konami Digital Entertainment,0.0,0.0,0.27,0.0,0.27,,
4846,Kenka Bancho: Badass Rumble,Action,Spike,0.06,0.0,0.2,0.01,0.27,70.0,7.6
4847,Rubik's World,Puzzle,Game Factory,0.23,0.02,0.0,0.02,0.27,,
4848,Moero! Nekketsu Rhythm Damashii: Osu! Tatakae! Ouendan! 2,Misc,Nintendo,0.0,0.0,0.27,0.0,0.27,,
4849,Dragon Ball Z: Tenkaichi Tag Team,Fighting,Namco Bandai Games,0.11,0.04,0.09,0.03,0.27,63.0,8.2
4850,Q-Ball: Billiards Master,Sports,Take-Two Interactive,0.13,0.1,0.0,0.04,0.27,,
4851,World Series Baseball,Sports,Sega,0.17,0.05,0.04,0.01,0.27,85.0,7.3
4852,NFL Street 3,Sports,Electronic Arts,0.24,0.0,0.0,0.02,0.27,69.0,8.15
4853,NBA In The Zone '98,Sports,Konami Digital Entertainment,0.25,0.02,0.0,0.0,0.27,,
4854,The Penguins of Madagascar,Action,THQ,0.13,0.12,0.0,0.02,0.27,,
4855,Beamrider,Racing,Activision,0.26,0.01,0.0,0.0,0.27,,
4856,PDC World Championship Darts 2008,Sports,Oxygen Interactive,0.04,0.21,0.0,0.01,0.27,47.0,5.400000000000001
4857,Backyard Hockey,Sports,Atari,0.21000000000000002,0.05,0.0,0.01,0.27,,
4858,Puyo Puyo!! 20th Anniversary,Puzzle,Sega,0.0,0.0,0.27,0.0,0.27,,
4859,Battlestations: Midway,Strategy,Eidos Interactive,0.21,0.03,0.0,0.02,0.27,74.5,7.5
4860,My Virtual Tutor: Reading Adventure Kindergarten to First,Misc,Mentor Interactive,0.25,0.0,0.0,0.02,0.27,,
4861,Ace Attorney 6,Adventure,Capcom,0.0,0.0,0.27,0.0,0.27,,
4862,Gunship,Simulation,Microprose,0.15,0.1,0.0,0.02,0.27,,
4863,Dave Mirra Freestyle BMX: Maximum Remix,Sports,Acclaim Entertainment,0.15,0.1,0.0,0.02,0.27,67.0,7.3
4864,Bishoujo Senshi Sailormoon R,Fighting,Namco Bandai Games,0.0,0.0,0.27,0.0,0.27,,
4865,Rhythm Thief & the Emperor's Treasure,Misc,Sega,0.07,0.07,0.12,0.01,0.27,76.0,8.1
4866,Bio FREAKS,Action,GT Interactive,0.18,0.08,0.0,0.01,0.27,,
4867,Resident Evil: Deadly Silence,Action,Capcom,0.12,0.03,0.11,0.01,0.27,71.0,8.2
4868,Tiny Toon Adventures: Plucky's Big Adventure,Action,Conspiracy Entertainment,0.15,0.1,0.0,0.02,0.27,,
4869,Tohoku Daigaku Karei Igaku Kenkyuusho - Kawashima Ryuuta Kyouju Kanshuu - Mono Sugoku Nou o Kitaeru 5-Funkan no Oni Training,Action,Nintendo,0.0,0.0,0.27,0.0,0.27,,
4870,NBA Live 16,Sports,Electronic Arts,0.18,0.05,0.0,0.04,0.27,59.5,5.85
4871,Duel Masters,Strategy,Atari,0.13,0.1,0.0,0.03,0.27,66.0,8.3
4872,Jikkyou Powerful Pro Yakyuu 2,Sports,Konami Digital Entertainment,0.0,0.0,0.27,0.0,0.27,,
4873,Big Mutha Truckers 2,Racing,Xplosiv,0.15000000000000002,0.09000000000000001,0.0,0.03,0.27,48.333333333333336,3.0
4874,Record of Agarest War,Role-Playing,Compile Heart,0.18,0.03,0.04,0.02,0.27,69.0,6.2
4875,The Legend of Zelda: The Minish Cap(weekly JP sales),Action,Unknown,0.0,0.0,0.27,0.01,0.27,,
4876,The King of Fighters XII,Fighting,Ignition Entertainment,0.2,0.01,0.04,0.02,0.27,60.0,5.15
4877,Ben 10 Triple Pack,Misc,D3Publisher,0.13,0.12,0.0,0.03,0.27,,
4878,Motocross Maniacs Advance,Racing,Konami Digital Entertainment,0.2,0.07,0.0,0.0,0.27,,
4879,Resident Evil 2: Dual Shock Edition,Action,Capcom,0.0,0.0,0.26,0.02,0.27,,
4880,NBA Jam 99,Sports,Acclaim Entertainment,0.25,0.02,0.0,0.0,0.27,,
4881,Baten Kaitos: Eternal Wings and the Lost Ocean,Role-Playing,Nintendo,0.21,0.05,0.0,0.01,0.27,80.0,8.3
4882,RalliSport Challenge 2,Racing,Microsoft Game Studios,0.18,0.08,0.0,0.01,0.27,,
4883,Mr. Do!,Action,Coleco,0.26,0.02,0.0,0.0,0.27,,
4884,Dynasty Warriors Next,Action,Tecmo Koei,0.06,0.07,0.11,0.03,0.27,67.0,7.5
4885,The Legend of Heroes: Trails of Cold Steel II,Role-Playing,Nippon Ichi Software,0.03,0.0,0.24,0.01,0.27,82.25,8.375
4886,Battle of Giants: Mutant Insects,Strategy,Ubisoft,0.09,0.15,0.0,0.03,0.27,,
4887,Jikkyou Powerful Pro Yakyuu Portable 4,Sports,Konami Digital Entertainment,0.0,0.0,0.27,0.0,0.27,,
4888,NFL Quarterback Club 2002,Sports,Acclaim Entertainment,0.15,0.09,0.0,0.03,0.27,60.0,7.8
4889,SD Gundam G Generation Portable,Strategy,Namco Bandai Games,0.0,0.0,0.27,0.0,0.27,,
4890,Battle Arena Toshinden 3,Fighting,Sony Computer Entertainment,0.06,0.04,0.14,0.02,0.27,,
4891,Samurai Warriors 4-II,Action,Tecmo Koei,0.03,0.02,0.22,0.01,0.27,73.0,7.1
4892,Jikkyou Powerful Pro Yakyuu '98 Ketteiban,Sports,Konami Digital Entertainment,0.0,0.0,0.25,0.02,0.27,,
4893,Deepak Chopra's Leela,Misc,THQ,0.18,0.060000000000000005,0.0,0.02,0.27,,
4894,Connect Four / Perfection / Trouble,Misc,Zoo Digital Publishing,0.19,0.07,0.0,0.0,0.27,,
4895,Yu-Gi-Oh! The Sacred Cards (JP weekly sales),Role-Playing,Konami Digital Entertainment,0.0,0.0,0.26,0.01,0.27,,
4896,Whirl Tour,Sports,Crave Entertainment,0.15,0.09999999999999999,0.0,0.03,0.27,59.5,7.2
4897,Evil Dead: Hail to the King,Adventure,THQ,0.15,0.1,0.0,0.02,0.27,46.666666666666664,6.3
4898,Thoroughbred Breeder II,Simulation,Hect,0.0,0.0,0.27,0.0,0.27,,
4899,Gallop Racer 2: One and Only Road to Victory,Sports,Tecmo Koei,0.0,0.0,0.25,0.02,0.27,,
4900,Wave Rally,Racing,Eidos Interactive,0.13,0.1,0.0,0.03,0.27,62.0,4.5
4901,Dynasty Warriors 7: Xtreme Legends,Action,Tecmo Koei,0.04,0.05,0.16,0.02,0.27,64.0,7.3
4902,Doukyuusei if,Role-Playing,NEC,0.0,0.0,0.26,0.0,0.26,,
4903,Dungeon Travelers 2: The Royal Library & The Monster Seal,Role-Playing,Atlus,0.07,0.03,0.13,0.03,0.26,,
4904,Atelier Escha & Logy: Alchemists of the Dusk Sky,Role-Playing,Tecmo Koei,0.06,0.04,0.14,0.02,0.26,79.0,7.9
4905,Deception IV: Blood Ties,Action,Tecmo Koei,0.05,0.05,0.13,0.03,0.26,68.5,7.6
4906,A.C.E.: Another Century's Episode 3: The Final,Simulation,Banpresto,0.0,0.0,0.26,0.0,0.26,,
4907,A.C.E.: Another Century's Episode R,Simulation,Namco Bandai Games,0.0,0.0,0.26,0.0,0.26,,
4908,The Suffering: Ties That Bind,Action,Midway Games,0.16,0.09000000000000001,0.0,0.02,0.26,74.66666666666667,8.0
4909,Choro Q3,Racing,Takara,0.0,0.0,0.24,0.02,0.26,,
4910,Beyblade: Metal Fusion,Role-Playing,Hudson Soft,0.08,0.03,0.14,0.01,0.26,36.0,5.0
4911,Power Pro Kun Pocket 5,Sports,Konami Digital Entertainment,0.0,0.0,0.25,0.01,0.26,,
4912,Smart Girl's Playhouse,Misc,505 Games,0.24,0.0,0.0,0.02,0.26,,
4913,Dora the Explorer: Game Boy Advance Video Volume 1,Misc,Unknown,0.18,0.07,0.0,0.0,0.26,,
4914,Armored Core: Master of Arena,Simulation,From Software,0.07,0.05,0.13,0.02,0.26,,
4915,Vietcong: Purple Haze,Shooter,Gathering of Developers,0.15,0.09000000000000001,0.0,0.02,0.26,60.666666666666664,7.0
4916,Love Plus,Simulation,Konami Digital Entertainment,0.0,0.0,0.26,0.0,0.26,,
4917,Man vs. Wild,Action,Crave Entertainment,0.23,0.0,0.0,0.02,0.26,,
4918,Inazuma Eleven Strikers,Role-Playing,Nintendo,0.0,0.01,0.25,0.0,0.26,59.0,8.2
4919,Tales of Innocence,Role-Playing,Namco Bandai Games,0.0,0.0,0.26,0.0,0.26,,
4920,XCOM 2,Strategy,Take-Two Interactive,0.11,0.13,0.0,0.03,0.26,87.33333333333333,7.333333333333333
4921,Batman Beyond: Return of the Joker,Action,Ubisoft,0.16,0.08,0.0,0.01,0.26,24.0,3.55
4922,Konjiki no Gashbell!! Makai no Bookmark,Adventure,Banpresto,0.0,0.0,0.25,0.01,0.26,,
4923,Frogger's Journey: The Forgotten Relic,Action,Konami Digital Entertainment,0.18,0.07,0.0,0.0,0.26,59.0,8.4
4924,Naruto: Ultimate Ninja Heroes,Fighting,Namco Bandai Games,0.26,0.0,0.0,0.0,0.26,70.0,6.3
4925,NASCAR '14,Racing,Deep Silver,0.24,0.0,0.0,0.02,0.26,66.0,5.0
4926,Pro Yaky? Spirits 4,Sports,Konami Digital Entertainment,0.0,0.0,0.26,0.0,0.26,,
4927,Duke Nukem: Zero Hour,Shooter,GT Interactive,0.21,0.05,0.0,0.0,0.26,,
4928,Final Fantasy V Advance,Role-Playing,Nintendo,0.0,0.0,0.26,0.01,0.26,83.0,8.2
4929,Dead or Alive Xtreme 2,Sports,Tecmo Koei,0.15,0.03,0.06,0.02,0.26,53.0,7.0
4930,Bratz Ponyz 2,Adventure,Game Factory,0.24,0.0,0.0,0.02,0.26,,
4931,Jikkyou Powerful Major League,Sports,Konami Digital Entertainment,0.0,0.0,0.26,0.0,0.26,,
4932,J-League Pro Soccer Club wo Tsukurou!,Sports,Sega,0.0,0.0,0.26,0.0,0.26,,
4933,Littlest Pet Shop: Friends,Simulation,Electronic Arts,0.22,0.02,0.0,0.02,0.26,,
4934,Star Trek: Invasion,Simulation,Activision,0.15,0.1,0.0,0.02,0.26,76.0,7.5
4935,Project Runway,Simulation,Atari,0.24,0.0,0.0,0.02,0.26,,
4936,Dungeons & Dragons Heroes,Role-Playing,Atari,0.19,0.06,0.0,0.01,0.26,72.0,7.8
4937,Star Wars Episode I: Battle for Naboo,Simulation,LucasArts,0.21,0.05,0.0,0.0,0.26,,
4938,Lumines: Electronic Symphony,Misc,Ubisoft,0.11,0.1,0.01,0.05,0.26,83.0,7.9
4939,Panzer Dragoon Orta,Shooter,Sega,0.16,0.05,0.04,0.01,0.26,90.0,8.350000000000001
4940,Fire Emblem: Thracia 776,Strategy,Nintendo,0.0,0.0,0.26,0.0,0.26,,
4941,Inazuma Eleven GO 3: Galaxy,Sports,Level 5,0.0,0.0,0.26,0.0,0.26,,
4942,Yu-Gi-Oh! Ultimate Masters: World Championship Tournament 2006,Misc,Konami Digital Entertainment,0.14,0.05,0.07,0.01,0.26,73.0,8.0
4943,Dungeons & Dragons: Eye of the Beholder,Role-Playing,Atari,0.19,0.07,0.0,0.0,0.26,57.0,6.1
4944,Lowrider,Misc,Pacific Century Cyber Works,0.11,0.09,0.03,0.03,0.26,46.0,8.0
4945,Castlevania: Harmony of Dissonance,Platform,Konami Digital Entertainment,0.16,0.06,0.04,0.0,0.26,87.0,8.1
4946,Yogi Bear: The Video Game,Action,D3Publisher,0.16,0.08,0.0,0.02,0.26,,
4947,Loving Life with Hello Kitty & Friends,Misc,Rising Star Games,0.15,0.08,0.0,0.02,0.26,,
4948,A.C.E.: Another Century's Episode,Simulation,Banpresto,0.0,0.0,0.26,0.0,0.26,,
4949,Virtua Racing,Racing,Sega,0.0,0.0,0.26,0.0,0.26,,
4950,Rayman DS,Platform,Ubisoft,0.21,0.04,0.0,0.02,0.26,58.0,7.5
