,Name,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,metascore,userscore
3401,FlingSmash,Action,Nintendo,0.38,0.01,0.07,0.02,0.48,48.0,7.4
3402,Hunter: The Reckoning,Action,Interplay,0.36000000000000004,0.1,0.0,0.01,0.48,74.5,7.55
3403,Yu-Gi-Oh! Forbidden Memories (JP sales),Role-Playing,Konami Digital Entertainment,0.0,0.0,0.45,0.03,0.48,,
3404,Nickelodeon Team Umizoomi,Action,Take-Two Interactive,0.45,0.0,0.0,0.03,0.48,,
3405,NCAA GameBreaker 2001,Sports,Sony Computer Entertainment,0.25,0.18,0.0,0.04,0.48,,
3406,Mission: Impossible - Operation Surma,Platform,Atari,0.28,0.15,0.0,0.04,0.47000000000000003,,
3407,Dynasty Warriors 5 Empires,Action,Tecmo Koei,0.22,0.09999999999999999,0.12,0.04,0.47000000000000003,61.5,8.2
3408,NHL Hitz 20-03,Sports,Midway Games,0.28,0.15,0.0,0.04,0.47000000000000003,78.25,8.333333333333334
3409,Razor Freestyle Scooter,Sports,Ubisoft,0.27,0.17,0.0,0.03,0.47000000000000003,65.5,5.0
3410,Samurai Shodown,Fighting,Takara,0.0,0.0,0.47000000000000003,0.0,0.47000000000000003,78.33333333333333,7.1499999999999995
3411,Jikkyou Powerful Pro Yakyuu 2010,Sports,Konami Digital Entertainment,0.0,0.0,0.47000000000000003,0.0,0.47000000000000003,,
3412,Shadows of the Damned,Action,Electronic Arts,0.21000000000000002,0.15,0.05,0.06,0.47000000000000003,76.5,8.15
3413,MX SuperFly featuring Ricky Carmichael,Racing,THQ,0.28,0.15,0.0,0.04,0.47000000000000003,,
3414,Dance Dance Revolution: Mario Mix,Misc,Nintendo,0.36,0.09,0.0,0.01,0.47,69.0,8.1
3415,NHL 97,Sports,Electronic Arts,0.26,0.18,0.0,0.03,0.47,,
3416,The Sims 3: Outdoor Living Stuff,Simulation,Electronic Arts,0.0,0.38,0.0,0.09,0.47,,
3417,Hamsterz Life,Action,Ubisoft,0.43,0.01,0.0,0.04,0.47,,
3418,Dragon Quest 25 Shuunen Kinin: Famicom & Super Famicom Dragon Quest I-II-III,Role-Playing,Square Enix,0.0,0.0,0.47,0.0,0.47,,
3419,Double Dragon,Action,Activision,0.45,0.02,0.0,0.01,0.47,57.0,6.949999999999999
3420,World Soccer Winning Eleven 8: Liveware Evolution,Sports,Konami Digital Entertainment,0.0,0.0,0.47,0.0,0.47,,
3421,Quest 64,Role-Playing,Konami Digital Entertainment,0.38,0.08,0.0,0.01,0.47,,
3422,Imagine: Figure Skater (US sales),Sports,Ubisoft,0.46,0.01,0.0,0.0,0.47,,
3423,Valkyrie Profile 2: Silmeria,Role-Playing,Square Enix,0.04,0.03,0.39,0.01,0.47,84.0,8.9
3424,Petz Sports,Simulation,Ubisoft,0.42,0.01,0.0,0.04,0.47,,
3425,Metal Gear Solid: The Twin Snakes,Action,Konami Digital Entertainment,0.3,0.08,0.07,0.01,0.47,85.0,8.9
3426,Inazuma Eleven Go 2: Chrono Stone,Role-Playing,Level 5,0.0,0.01,0.46,0.0,0.47,,
3427,Victorious Boxers: Ippo's Road to Glory,Fighting,Empire Interactive,0.05,0.04,0.38,0.01,0.47,75.0,8.0
3428,Virtua Tennis 4: World Tour,Sports,Sega,0.05,0.3,0.01,0.12,0.47,,
3429,The Sims 3: Ambitions,Simulation,Electronic Arts,0.0,0.29,0.0,0.18,0.47,74.0,7.1
3430,Nickelodeon Party Blast,Misc,Atari,0.35,0.1,0.0,0.02,0.47,19.0,4.75
3431,Densetsu no Stafi,Platform,Nintendo,0.0,0.0,0.46,0.01,0.47,,
3432,"Warhammer 40,000: Dawn of War II",Strategy,THQ,0.0,0.45,0.0,0.02,0.47,85.0,8.1
3433,Prison Break: The Conspiracy,Action,Deep Silver,0.12000000000000001,0.28,0.0,0.07,0.47,43.0,5.1000000000000005
3434,All-Star Baseball 2005,Sports,Unknown,0.27,0.15,0.0,0.05,0.47,73.5,8.399999999999999
3435,Doom 64,Shooter,Midway Games,0.38,0.08,0.0,0.01,0.47,,
3436,Alien Trilogy,Shooter,Acclaim Entertainment,0.24,0.16,0.04,0.03,0.47,,
3437,Automobili Lamborghini,Racing,Titus,0.28,0.17,0.0,0.01,0.47,,
3438,We Sing Encore,Misc,Nordic Games,0.0,0.41,0.0,0.06,0.47,,
3439,Downhill Domination,Racing,Codemasters,0.23,0.18,0.0,0.06,0.47,79.0,8.7
3440,WipEout,Action,Psygnosis,0.26,0.18,0.0,0.03,0.47,,
3441,Aggressive Inline,Sports,Acclaim Entertainment,0.26,0.15,0.0,0.04,0.47,83.25,7.733333333333333
3442,Momotarou Dentetsu V,Misc,Hudson Entertainment,0.0,0.0,0.44,0.03,0.47,,
3443,Rise of Nightmares,Action,Sega,0.28,0.13,0.01,0.04,0.47,54.0,7.7
3444,Dead or Alive 4,Fighting,Tecmo Koei,0.3,0.03,0.1,0.03,0.47,85.0,8.1
3445,Mega Man Star Force 3: Black Ace / Red Joker,Action,Capcom,0.22,0.0,0.22,0.02,0.47,,
3446,Super Puyo Puyo 2,Puzzle,Compile,0.0,0.0,0.47,0.0,0.47,,
3447,Karate,Fighting,Ultravision,0.44,0.03,0.0,0.0,0.47,,
3448,Bigfoot: Collision Course,Racing,Zoo Digital Publishing,0.44,0.0,0.0,0.03,0.47,,
3449,Crazy Taxi: Fare Wars,Racing,Sega,0.1,0.22,0.02,0.12,0.47,64.0,7.0
3450,Crayola: Treasure Adventures,Puzzle,Ignition Entertainment,0.43,0.01,0.0,0.03,0.47,,
3451,Fantavision,Puzzle,Sony Computer Entertainment,0.14,0.11,0.19,0.04,0.47,72.0,7.2
3452,College Hoops 2K6,Sports,Unknown,0.3,0.12000000000000001,0.0,0.04,0.47,76.33333333333333,7.3999999999999995
3453,Shadowrun,Role-Playing,Microsoft Game Studios,0.41,0.02,0.0,0.04,0.47,66.5,6.75
3454,Shenmue II,Adventure,Microsoft Game Studios,0.22,0.08,0.15,0.01,0.47,84.0,9.0
3455,MTV Music Generator,Misc,Codemasters,0.26,0.18,0.0,0.03,0.47,,
3456,Bomberman Hero,Platform,Nintendo,0.27,0.06,0.08,0.05,0.47,,
3457,Frogger's Adventures: The Rescue,Platform,Konami Digital Entertainment,0.28,0.15,0.0,0.04,0.47,60.0,7.55
3458,Boom Blox Bash Party,Puzzle,Electronic Arts,0.34,0.09,0.0,0.04,0.47,86.0,7.8
3459,Kong: The 8th Wonder of the World,Action,Ubisoft,0.33,0.12,0.0,0.01,0.47,59.0,8.2
3460,Bravely Second: End Layer,Role-Playing,Nintendo,0.16,0.11,0.18,0.03,0.47,81.0,8.1
3461,Shrek Super Party,Misc,TDK Mediactive,0.28,0.15,0.0,0.04,0.47,,
3462,Super Momotarou Dentetsu DX,Misc,Hudson Soft,0.0,0.0,0.47,0.0,0.47,,
3463,Castlevania: Dawn of Sorrow,Platform,Konami Digital Entertainment,0.37,0.04,0.03,0.04,0.47,89.0,8.5
3464,Brothers In Arms: D-Day,Shooter,Ubisoft,0.23,0.14,0.0,0.09,0.46,,
3465,My Baby: First Steps,Simulation,SouthPeak Games,0.4,0.03,0.0,0.03,0.46,,
3466,Scene It? Twilight,Misc,Konami Digital Entertainment,0.27,0.15000000000000002,0.0,0.04,0.46,,
3467,Mother 1+2,Role-Playing,Nintendo,0.0,0.0,0.45,0.01,0.46,,
3468,Persona 4: Dancing All Night,Misc,Nippon Ichi Software,0.13,0.1,0.15,0.07,0.46,76.0,6.45
3469,Art Academy: Lessons for Everyone,Action,Nintendo,0.2,0.03,0.21,0.02,0.46,81.0,7.5
3470,Transformers: Dark of the Moon - Autobots/Decepticons,Action,Activision,0.34,0.09,0.0,0.04,0.46,,
3471,DiRT Rally,Racing,Codemasters,0.06,0.35,0.0,0.060000000000000005,0.46,85.66666666666667,8.133333333333333
3472,Iridion 3D,Shooter,THQ,0.33,0.12,0.0,0.01,0.46,53.0,7.0
3473,Country Dance 2,Misc,GameMill Entertainment,0.44,0.0,0.0,0.03,0.46,,
3474,Stuart Little 2,Platform,Activision,0.33,0.12,0.0,0.01,0.46,60.5,7.55
3475,Star Wars: Demolition,Racing,Activision,0.25,0.17,0.0,0.03,0.46,65.0,7.2
3476,Bleach: The Blade of Fate,Fighting,Sega,0.3,0.01,0.12,0.03,0.46,83.0,7.4
3477,Rygar: The Legendary Adventure,Action,Wanadoo,0.2,0.15,0.06,0.05,0.46,83.0,8.1
3478,Jampack Winter 2003 (RP-M),Misc,Sony Computer Entertainment,0.22,0.18,0.0,0.06,0.46,,
3479,Rugrats: Castle Capers,Action,THQ,0.33,0.12,0.0,0.01,0.46,,
3480,.hack//Outbreak Part 3,Role-Playing,Atari,0.14,0.11,0.17,0.04,0.46,70.0,8.2
3481,Puzzle & Dragons Z + Super Mario Bros. Edition,Puzzle,Nintendo,0.05,0.05,0.34,0.01,0.46,,
3482,Pro Yaky? Spirits 2013,Sports,Konami Digital Entertainment,0.0,0.0,0.46,0.0,0.46,,
3483,Kessen II,Strategy,THQ,0.13,0.1,0.2,0.03,0.46,71.0,8.6
3484,Dead or Alive,Fighting,Sony Computer Entertainment,0.09,0.06,0.28,0.02,0.46,84.0,8.3
3485,Scooby-Doo,Platform,THQ,0.33,0.12,0.0,0.01,0.46,64.0,7.5
3486,NFL Blitz 20-02,Sports,Midway Games,0.28,0.15,0.0,0.04,0.46,66.75,7.9
3487,NHL FaceOff '97,Sports,Sony Computer Entertainment,0.26,0.17,0.0,0.03,0.46,,
3488,Disney Guilty Party,Misc,Disney Interactive Studios,0.43,0.0,0.0,0.03,0.46,78.0,8.0
3489,NHL Breakaway 98,Sports,Acclaim Entertainment,0.38,0.07,0.0,0.01,0.46,,
3490,Jikkyou Powerful Pro Yakyuu 2011,Sports,Konami Digital Entertainment,0.0,0.0,0.46,0.0,0.46,,
3491,SingStar Amped,Misc,Sony Computer Entertainment,0.23,0.18,0.0,0.06,0.46,,
3492,Circus Atari,Action,Atari,0.43,0.03,0.0,0.0,0.46,,
3493,Dragon Ball Z: Collectible Card Game,Misc,Infogrames,0.33,0.12,0.0,0.01,0.46,,
3494,Burnout Dominator,Racing,Electronic Arts,0.02,0.38,0.01,0.06,0.46,76.0,7.85
3495,Walk it Out!,Sports,Konami Digital Entertainment,0.36,0.06,0.0,0.04,0.46,,
3496,Classic NES Series: Pac-Man,Puzzle,Nintendo,0.25,0.09,0.12,0.01,0.46,53.0,8.6
3497,American Girl: Kit Mystery Challenge!,Adventure,THQ,0.42,0.0,0.0,0.03,0.46,,
3498,Crayon Shin-Chan: Arashi o Yobu Enji,Platform,Namco Bandai Games,0.0,0.0,0.46,0.0,0.46,,
3499,ATV Offroad Fury Pro,Racing,Sony Computer Entertainment,0.37,0.04,0.0,0.05,0.46,76.0,7.5
3500,Backyard NFL Football '09,Sports,Atari,0.35000000000000003,0.07,0.0,0.05,0.46,,
3501,Disney's Kim Possible 3: Team Possible,Platform,Disney Interactive Studios,0.33,0.12,0.0,0.01,0.46,76.0,8.3
3502,Super Batter Up,Sports,Namco Bandai Games,0.0,0.0,0.46,0.0,0.46,,
3503,Gremlins,Action,Atari,0.43,0.03,0.0,0.0,0.46,,
3504,The Mark of Kri,Action,Sony Computer Entertainment,0.22,0.18,0.0,0.06,0.46,80.0,7.95
3505,Bloody Roar II,Fighting,Virgin Interactive,0.25,0.17,0.0,0.03,0.46,,
3506,Metal Gear Solid: The Essential Collection,Adventure,Konami Digital Entertainment,0.23,0.18,0.0,0.06,0.46,,
3507,DanceStar Party,Misc,Sony Computer Entertainment,0.0,0.35,0.0,0.1,0.46,,
3508,Britney's Dance Beat,Misc,THQ,0.27,0.15,0.0,0.03,0.45999999999999996,58.0,6.966666666666666
3509,Tony Hawk's Downhill Jam,Sports,Activision,0.41000000000000003,0.0,0.0,0.04,0.45999999999999996,68.0,5.45
3510,Curious George,Action,Namco Bandai Games,0.31,0.13,0.0,0.02,0.45999999999999996,58.25,7.1
3511,The Tale of Despereaux,Platform,Brash Entertainment,0.27,0.13,0.0,0.04,0.45999999999999996,,
3512,Psi-Ops: The Mindgate Conspiracy,Shooter,Midway Games,0.27,0.15,0.0,0.05,0.45999999999999996,84.0,8.0
3513,Ragnarok Odyssey,Role-Playing,GungHo,0.25,0.02,0.16,0.04,0.45999999999999996,66.0,7.8
3514,Rayman 3: Hoodlum Havoc,Platform,Ubisoft,0.25,0.16999999999999998,0.0,0.05,0.45999999999999996,75.5,8.575
3515,Brain Challenge,Misc,Ubisoft,0.41,0.01,0.0,0.03,0.45,61.333333333333336,6.5
3516,Tekken Advance,Fighting,Infogrames,0.32,0.12,0.0,0.01,0.45,82.0,7.7
3517,Ghostbusters,Puzzle,Activision,0.42,0.03,0.0,0.0,0.45,33.333333333333336,2.433333333333333
3518,Apocalypse,Action,Activision,0.25,0.17,0.0,0.03,0.45,,
3519,Resistance: Burning Skies,Shooter,Sony Computer Entertainment,0.21,0.16,0.02,0.07,0.45,60.0,6.8
3520,Dragon Quest Heroes: Rocket Slime,Action,Square Enix,0.13,0.0,0.31,0.01,0.45,83.0,7.8
3521,The Chronicles of Riddick: Escape from Butcher Bay,Shooter,Vivendi Games,0.32,0.11,0.0,0.02,0.45,,
3522,SOCOM: U.S. Navy SEALs Fireteam Bravo 3,Shooter,Sony Computer Entertainment,0.17,0.13,0.06,0.08,0.45,74.0,8.1
3523,Vandal Hearts,Role-Playing,Konami Digital Entertainment,0.14,0.09,0.19,0.03,0.45,,
3524,Pokemon Puzzle League,Puzzle,Nintendo,0.36,0.08,0.0,0.01,0.45,81.0,8.100000000000001
3525,Shin Megami Tensei: Persona 3,Role-Playing,Tecmo Koei,0.22,0.03,0.0,0.2,0.45,86.0,6.4
3526,Danganronpa 2: Goodbye Despair,Misc,Nippon Ichi Software,0.13,0.07,0.19,0.06,0.45,82.0,8.8
3527,J-League Excite Stage '95,Sports,Epoch,0.0,0.0,0.45,0.0,0.45,,
3528,Defender II,Shooter,Atari,0.42,0.02,0.0,0.0,0.45,,
3529,Fatal Fury 2,Fighting,Takara,0.0,0.0,0.45,0.0,0.45,,
3530,Jikkyou Powerful Pro Baseball 2016,Sports,Konami Digital Entertainment,0.0,0.0,0.45,0.0,0.45,,
3531,World Soccer Winning Eleven 5 Final Evolution,Sports,Konami Digital Entertainment,0.0,0.0,0.45,0.0,0.45,,
3532,Celebrity Sports Showdown,Sports,Electronic Arts,0.18,0.22,0.0,0.05,0.45,50.0,5.0
3533,Jikkyou Powerful Pro Yakyuu 3,Sports,Konami Digital Entertainment,0.0,0.0,0.45,0.0,0.45,,
3534,Adventure Time: Finn & Jake Investigations,Action,Little Orbit,0.14,0.26,0.0,0.05,0.45,,
3535,Mario Golf: Advance Tour,Sports,Nintendo,0.32,0.12,0.0,0.01,0.45,84.0,8.4
3536,Armored Core 4,Simulation,505 Games,0.28,0.01,0.12,0.03,0.45,65.0,7.25
3537,Rampage 2: Universal Tour,Action,GT Interactive,0.31,0.13,0.0,0.01,0.45,,
3538,NHL FaceOff,Sports,Sony Computer Entertainment,0.25,0.17,0.0,0.03,0.45,,
3539,Homefront: The Revolution,Shooter,Deep Silver,0.1,0.28,0.03,0.05,0.45,50.333333333333336,4.933333333333334
3540,Dance Dance Revolution: Hottest Party 3,Simulation,Konami Digital Entertainment,0.26,0.14,0.0,0.04,0.45,66.0,8.2
3541,Samurai Warriors: Xtreme Legends,Action,Tecmo Koei,0.04,0.03,0.36,0.01,0.45,72.0,8.7
3542,Samurai Warriors 3,Action,Nintendo,0.1,0.02,0.32,0.01,0.45,55.0,7.6
3543,Discovery Kids: Kitten Corner,Simulation,505 Games,0.42,0.0,0.0,0.03,0.45,,
3544,Transformers: Revenge of the Fallen (Wii & PS2 Version),Action,Activision,0.27,0.14,0.0,0.04,0.45,,
3545,Phoenix,Simulation,Atari,0.42,0.02,0.0,0.0,0.45,,
3546,World Stadium 2,Sports,Namco Bandai Games,0.0,0.0,0.42,0.03,0.45,,
3547,NCIS,Adventure,Ubisoft,0.26,0.13,0.0,0.05,0.45,42.5,4.0
3548,Persona,Role-Playing,Atlus,0.0,0.0,0.42,0.03,0.45,,
3549,Pony Friends 2,Simulation,Eidos Interactive,0.25,0.16,0.0,0.04,0.45,,
3550,Maze Craze: A Game of Cops 'n Robbers,Action,Atari,0.42,0.02,0.0,0.0,0.45,,
3551,The New York Times Crosswords,Puzzle,Majesco Entertainment,0.42,0.0,0.0,0.03,0.45,79.0,6.7
3552,Jawbreaker,Action,Tigervision,0.42,0.03,0.0,0.0,0.45,,
3553,WWE WrestleMania 21,Fighting,THQ,0.34,0.1,0.0,0.02,0.45,56.0,6.8
3554,Pro Yaky? Spirits 2012,Sports,Konami Digital Entertainment,0.0,0.0,0.45,0.0,0.45,,
3555,2 Games in 1: SpongeBob SquarePants: SuperSponge & Rugrats Go Wild,Platform,THQ,0.33,0.12,0.0,0.01,0.45,,
3556,My Fashion Studio,Misc,Ubisoft,0.41,0.01,0.0,0.03,0.45,,
3557,WWE Day of Reckoning,Fighting,THQ,0.35,0.09,0.0,0.01,0.45,79.0,8.7
3558,R: Racing Evolution,Racing,Namco Bandai Games,0.26,0.15,0.0,0.04,0.45,66.66666666666667,6.8500000000000005
3559,Dead or Alive: Dimensions,Fighting,Ubisoft Annecy,0.13,0.21,0.07,0.03,0.45,,
3560,Walt Disney World Quest: Magical Racing Tour,Racing,Eidos Interactive,0.25,0.17,0.0,0.03,0.45,65.0,8.0
3561,Yu-Gi-Oh! Destiny Board Traveler,Misc,Konami Digital Entertainment,0.32,0.12,0.0,0.01,0.45,39.0,5.5
3562,Ride,Racing,Milestone S.r.l.,0.07,0.29,0.04,0.05,0.45,,
3563,TOCA Race Driver 2: Ultimate Racing Simulator,Racing,Codemasters,0.12,0.3,0.0,0.01,0.45,,
3564,Final Fantasy Collection,Role-Playing,Square,0.0,0.0,0.42,0.03,0.45,,
3565,Mario Tennis Ultra Smash,Sports,Nintendo,0.13,0.16,0.13,0.03,0.45,,
3566,NCAA Gamebreaker 99,Sports,989 Studios,0.25,0.17,0.0,0.03,0.45,,
3567,LEGO Ninjago: Shadow of Ronin,Action,Warner Bros. Interactive Entertainment,0.08,0.26,0.04,0.060000000000000005,0.44999999999999996,70.0,7.7
3568,Jikkyou Powerful Pro Yakyuu 2012,Action,Konami Digital Entertainment,0.0,0.0,0.44999999999999996,0.0,0.44999999999999996,,
3569,Tony Hawk's American Sk8land,Sports,Activision,0.36,0.06999999999999999,0.0,0.02,0.44999999999999996,74.0,5.8
3570,El Shaddai: Ascension of the Metatron,Action,Ignition Entertainment,0.18,0.12000000000000001,0.11,0.04,0.44999999999999996,76.5,7.35
3571,Zoo Tycoon (2013),Simulation,Microsoft Game Studios,0.19999999999999998,0.2,0.0,0.04,0.44000000000000006,,
3572,Tak and the Guardians of Gross,Action,THQ,0.29000000000000004,0.11,0.0,0.05,0.44000000000000006,63.0,8.3
3573,Persona 5,Role-Playing,Atlus,0.0,0.0,0.44000000000000006,0.0,0.44000000000000006,93.0,7.25
3574,NickToons: Racing,Racing,Infogrames,0.28,0.13,0.0,0.01,0.44000000000000006,,
3575,Bomberman II,Puzzle,Hudson Soft,0.16,0.03,0.15,0.1,0.44,,
3576,Blood Omen: Legacy of Kain,Role-Playing,Crystal Dynamics,0.25,0.17,0.0,0.03,0.44,,
3577,Eternal Darkness: Sanity's Requiem,Adventure,Nintendo,0.34,0.09,0.0,0.01,0.44,92.0,8.8
3578,NiGHTS into dreams...,Platform,Sega,0.0,0.0,0.44,0.0,0.44,,
3579,World Stadium EX,Sports,Namco Bandai Games,0.0,0.0,0.41,0.03,0.44,,
3580,Taiko no Tatsujin: Doki! Shinkyoku Darake no Haru Matsuri,Misc,Namco Bandai Games,0.0,0.0,0.44,0.0,0.44,,
3581,Afro Samurai,Action,Atari,0.28,0.1,0.0,0.05,0.44,65.0,6.2
3582,High Heat Major League Baseball 2004,Sports,3DO,0.24,0.16,0.0,0.05,0.44,78.66666666666667,7.8999999999999995
3583,Wario World,Platform,Nintendo,0.34,0.09,0.0,0.01,0.44,71.0,7.6
3584,Mary-Kate and Ashley: Sweet 16 - Licenced to Drive,Misc,Acclaim Entertainment,0.28,0.12,0.0,0.04,0.44,,
3585,Mobile Suit Gundam: One Year War,Action,Namco Bandai Games,0.0,0.0,0.44,0.0,0.44,,
3586,Sin and Punishment: Star Successor,Shooter,Nintendo,0.2,0.14,0.06,0.04,0.44,,
3587,Chocobo Racing,Racing,SquareSoft,0.07,0.05,0.3,0.03,0.44,,
3588,The Urbz: Sims in the City (all regions sales),Simulation,Electronic Arts,0.4,0.01,0.02,0.0,0.44,,
3589,Naruto: Ultimate Ninja 3,Fighting,Atari,0.36,0.01,0.0,0.06,0.44,75.0,8.6
3590,Shin Megami Tensei: Devil Survivor 2,Role-Playing,Ghostlight,0.17,0.04,0.21,0.01,0.44,79.0,4.6
3591,Heroes of the Pacific,Simulation,Codemasters,0.24000000000000002,0.16,0.0,0.04,0.44,76.0,8.0
3592,Naruto: Gekito Ninja Taisen! 3,Fighting,Tomy Corporation,0.0,0.0,0.43,0.01,0.44,,
3593,Just Dance: Summer Party,Misc,Ubisoft,0.41,0.0,0.0,0.03,0.44,,
3594,Super Robot Taisen OG: Original Generations,Strategy,Banpresto,0.0,0.0,0.44,0.0,0.44,,
3595,Tony Hawk's Pro Skater 5,Sports,Activision,0.27,0.1,0.0,0.06,0.44,35.5,2.325
3596,TouchMaster 3,Puzzle,Warner Bros. Interactive Entertainment,0.3,0.11,0.0,0.04,0.44,,
3597,The Godfather (US sales),Action,Electronic Arts,0.33,0.1,0.0,0.02,0.44,,
3598,Grind Session,Sports,Sony Computer Entertainment,0.24,0.17,0.0,0.03,0.44,,
3599,Rugby 15,Sports,Bigben Interactive,0.08,0.3,0.0,0.06,0.44,19.5,3.15
3600,Power Rangers: S.P.D.,Action,THQ,0.31,0.12,0.0,0.01,0.44,,
3601,Yu-Gi-Oh! 5D's Tag Force 4,Strategy,Konami Digital Entertainment,0.19,0.07,0.12,0.06,0.44,70.0,8.2
3602,Yu-Gi-Oh! Capsule Monster Coliseum,Misc,Konami Digital Entertainment,0.22,0.17,0.0,0.06,0.44,62.0,8.1
3603,Battlebots: Design & Destroy,Action,Majesco Entertainment,0.31,0.12,0.0,0.01,0.44,,
3604,Remington Great American Bird Hunt,Sports,Mastiff,0.41,0.0,0.0,0.03,0.44,,
3605,Tongari Boushi to Mahou no Otana,Simulation,Konami Digital Entertainment,0.0,0.0,0.44,0.0,0.44,,
3606,Gundam SEED: Federation vs. Z.A.F.T.,Shooter,Namco Bandai Games,0.0,0.0,0.44,0.0,0.44,,
3607,Duke Nukem 64,Shooter,GT Interactive,0.35,0.08,0.0,0.01,0.44,73.0,7.4
3608,Food Network: Cook or Be Cooked,Misc,Namco Bandai Games,0.41,0.0,0.0,0.03,0.44,53.0,6.8
3609,Puppy Luv: Spa and Resort,Simulation,Activision,0.4,0.0,0.0,0.03,0.44,,
3610,Jampack Volume 13 (RP-M),Misc,Sony Computer Entertainment,0.37,0.01,0.0,0.06,0.44,,
3611,Jump Start Pet Rescue,Misc,Knowledge Adventure,0.41,0.0,0.0,0.03,0.44,,
3612,Dragon Ball Z: Shin Budokai - Another Road,Fighting,Atari,0.19,0.09,0.08,0.07,0.44,65.0,8.2
3613,Densetsu no Stafi 2,Platform,Nintendo,0.0,0.0,0.43,0.01,0.44,,
3614,Family Fest Presents Circus Games,Misc,Ubisoft,0.1,0.29,0.0,0.05,0.44,,
3615,Rec Room Games,Sports,Destineer,0.42,0.0,0.0,0.02,0.44,,
3616,Independence Day,Shooter,Fox Interactive,0.25,0.17,0.0,0.03,0.44,,
3617,Master of Illusion,Puzzle,Nintendo,0.16,0.0,0.26,0.01,0.44,,
3618,Karaoke Revolution Glee: Volume 3,Misc,Konami Digital Entertainment,0.37,0.04,0.0,0.03,0.44,,
3619,Army Men World War: Final Front,Action,3DO,0.24,0.17,0.0,0.03,0.44,,
3620,Super Breakout,Puzzle,Atari,0.41,0.03,0.0,0.0,0.44,,
3621,Blade II,Action,Activision,0.25,0.15,0.0,0.04,0.44,51.0,6.6
3622,Super Bomberman 4,Puzzle,Hudson Soft,0.0,0.0,0.44,0.0,0.44,,
3623,Karaoke Revolution Party,Misc,Konami Digital Entertainment,0.25,0.13999999999999999,0.0,0.04,0.44,,
3624,Legend of the Guardians: The Owls of Ga'Hoole,Action,Warner Bros. Interactive Entertainment,0.33999999999999997,0.05,0.0,0.04,0.43000000000000005,52.25,7.45
3625,Tim Burton's The Nightmare Before Christmas: Oogie's Revenge,Adventure,Disney Interactive Studios,0.23,0.15,0.0,0.04,0.43000000000000005,65.0,8.3
3626,One Piece: Burning Blood,Fighting,Namco Bandai Games,0.13,0.12,0.14,0.05,0.43000000000000005,62.666666666666664,6.9
3627,NHL FaceOff 2001,Sports,Sony Computer Entertainment,0.23,0.16,0.0,0.04,0.43000000000000005,67.5,4.0
3628,NBA Live 15,Sports,Electronic Arts,0.32,0.06,0.0,0.06,0.43000000000000005,56.0,6.4
3629,MotionSports: Adrenaline,Sports,Ubisoft,0.22000000000000003,0.16,0.0,0.06,0.43000000000000005,,
3630,Grand Slam Tennis 2,Sports,Electronic Arts,0.19,0.18,0.0,0.06,0.43,72.0,5.4
3631,NHL Slapshot,Sports,Unknown,0.4,0.0,0.0,0.02,0.43,76.0,8.5
3632,Spec Ops: Covert Assault,Shooter,Take-Two Interactive,0.24,0.16,0.0,0.03,0.43,,
3633,NASCAR Kart Racing,Racing,Electronic Arts,0.39,0.0,0.0,0.03,0.43,70.0,8.1
3634,Call of Duty: Modern Warfare: Mobilized,Shooter,Activision,0.37,0.02,0.0,0.03,0.43,,
3635,Castlevania: Portrait of Ruin,Platform,Konami Digital Entertainment,0.33,0.03,0.04,0.03,0.43,85.0,8.3
3636,Juiced: Eliminator,Racing,THQ,0.11,0.2,0.0,0.12,0.43,65.0,8.4
3637,Flight Control Rocket,Simulation,THQ,0.31,0.12,0.0,0.01,0.43,,
3638,Dora the Explorer: Dora Puppy,Misc,Take-Two Interactive,0.39,0.01,0.0,0.03,0.43,,
3639,Mischief Makers,Platform,Nintendo,0.25,0.06,0.07,0.06,0.43,,
3640,WipEout 64,Racing,Midway Games,0.28,0.14,0.0,0.01,0.43,,
3641,Akiba's Trip: Undead & Undressed,Action,Nippon Ichi Software,0.22,0.03,0.13,0.06,0.43,59.333333333333336,7.425
3642,Littlest Pet Shop,Simulation,Electronic Arts,0.34,0.06,0.0,0.03,0.43,,
3643,"999: Nine Hours, Nine Persons, Nine Doors",Adventure,ChunSoft,0.37,0.0,0.03,0.03,0.43,,
3644,Wonder Project J: Kikai no Shonen Pino,Simulation,Enix Corporation,0.0,0.0,0.43,0.0,0.43,,
3645,NHL FaceOff 99,Sports,989 Studios,0.24,0.16,0.0,0.03,0.43,,
3646,MLB 2002,Sports,Sony Computer Entertainment,0.24,0.16,0.0,0.03,0.43,76.0,7.3
3647,Mobile Suit Gundam: Zeonic Front,Simulation,Namco Bandai Games,0.09,0.07,0.25,0.02,0.43,71.0,8.7
3648,The Powerpuff Girls: Him and Seek,Platform,BAM! Entertainment,0.31,0.11,0.0,0.01,0.43,,
3649,Rune Factory 3: A Fantasy Harvest Moon,Role-Playing,Rising Star Games,0.28,0.03,0.1,0.02,0.43,77.0,8.4
3650,Viewtiful Joe 2,Action,Capcom,0.27,0.12,0.0,0.04,0.43,85.5,7.85
3651,Tetris Axis,Puzzle,Tetris Online,0.2,0.13,0.06,0.03,0.43,74.0,7.1
3652,WWE Crush Hour,Racing,THQ,0.23,0.15,0.0,0.04,0.43,55.5,6.15
